original_name,gbif_id,gbif_accepted_id,gbif_accepted_name,kingdom,genus,species,gbif_key,family
Mazzaella affinis,2666263,,"Mazzaella affinis (Harvey) Fredericq, 1993",Plantae,Mazzaella,Mazzaella affinis,2666263,Gigartinaceae
Mazzaella flaccida,2666266,,"Mazzaella flaccida (Setchell & N.L.Gardner) Fredericq, 1993",Plantae,Mazzaella,Mazzaella flaccida,2666266,Gigartinaceae
Mazzaella leptorhynchus,2666279,,"Mazzaella leptorhynchos (J.Agardh) Leister, 1993",Plantae,Mazzaella,Mazzaella leptorhynchos,2666279,Gigartinaceae
Menispermum dahuricum,3033950,,Menispermum L.,Plantae,Menispermum,spp.,3033950,Menispermaceae
Microcladia coulteri,5276729,,Microcladia coulteri Harvey,Plantae,Microcladia,Microcladia coulteri,5276729,Ceramiaceae
Microdictyon boergesenii,5272974,,Microdictyon boergesenii Setchell,Plantae,Microdictyon,Microdictyon boergesenii,5272974,Anadyomenaceae
Muriella aurantiaca,2641523,,"Muriella J.B.Petersen, 1932",Plantae,Muriella,spp.,2641523,Chlorellaceae
Nemalion helminthoides,2664928,2664937,Nemalion helminthoides (Velley) Batters,Plantae,Nemalion,Nemalion multifidum,2664937,Nemaliaceae
Neochloris wimmeri,2642198,,"Neochloris Starr, 1955",Plantae,Neochloris,spp.,2642198,Neochloridaceae
Neoptilota densa,2658322,,Neoptilota densa,Plantae,Neoptilota,Neoptilota densa,2658322,Wrangeliaceae
Neoptilota hypnoides,2658324,,Neoptilota hypnoides,Plantae,Neoptilota,Neoptilota hypnoides,2658324,Wrangeliaceae
Neospongiococcum gelatinosum,2642127,,"Neospongiococcum gelatinosum (P.A.Archibald & H.C.Bold) Ettl & Gärtner, 1987",Plantae,Neospongiococcum,Neospongiococcum gelatinosum,2642127,Chlorococcaceae
Neottia nidus-avis,2816176,,Neottia nidus-avis (L.) Rich.,Plantae,Neottia,Neottia nidus-avis,2816176,Orchidaceae
Nephrolepis cordifolia,2650930,,Nephrolepis cordifolia (L.) C.Presl,Plantae,Nephrolepis,Nephrolepis cordifolia,2650930,Nephrolepidaceae
Nephrolepis exaltata,2650927,,Nephrolepis exaltata (L.) Schott,Plantae,Nephrolepis,Nephrolepis exaltata,2650927,Nephrolepidaceae
Nephroselmis olivace,2688013,,Nephroselmis olivacea F.Stein,Plantae,Nephroselmis,Nephroselmis olivacea,2688013,Nephroselmidaceae
Nephroselmis rotunda,2688010,,Nephroselmis rotunda (N.Carter) Fott,Plantae,Nephroselmis,Nephroselmis rotunda,2688010,Nephroselmidaceae
Nitella opaca,2637853,,Nitella opaca (C.Agardh ex Bruzelius) C.Agardh,Plantae,Nitella,Nitella opaca,2637853,Characeae
Oedogonium cardiacum,7409205,,Oedogonium cardiacum Wittrock ex Hirn,Plantae,Oedogonium,Oedogonium cardiacum,7409205,Oedogoniaceae
Onoclea sensibilis,2650903,,Onoclea sensibilis L.,Plantae,Onoclea,Onoclea sensibilis,2650903,Onocleaceae
Opuntiella californica,5279587,,Opuntiella californica (Farlow) Kylin,Plantae,Opuntiella,Opuntiella californica,5279587,Furcellariaceae
Oreopteris limbosperma,2651495,,Oreopteris limbosperma (All.) Holub,Plantae,Oreopteris,Oreopteris limbosperma,2651495,Thelypteridaceae
Phycodrys amplissima,2662365,,Phycodrys amplissima,Plantae,Phycodrys,Phycodrys amplissima,2662365,Delesseriaceae
Pithophora sp.,2643706,,"Pithophora Wittrock, 1877",Plantae,Pithophora,spp.,2643706,Cladophoraceae
Pityrogramma sulphurea,2651792,,Pityrogramma sulphurea (Sw.) Maxon,Plantae,Pityrogramma,Pityrogramma sulphurea,2651792,Pteridaceae
Pleurastrum paucicellulare,2639890,,"Pleurastrum Chodat, 1894",Plantae,Pleurastrum,spp.,2639890,Pleurastraceae
Plocamium cartilagineum,5278595,,Plocamium cartilagineum (L.) P.S.Dixon,Plantae,Plocamium,Plocamium cartilagineum,5278595,Plocamiaceae
Plocamium violaceae,5278563,,"Plocamium violaceum Farlow, 1877",Plantae,Plocamium,Plocamium violaceum,5278563,Plocamiaceae
Polyneura latissima,5278311,,Polyneura latissima (Harvey) Kylin,Plantae,Polyneura,Polyneura latissima,5278311,Delesseriaceae
Polysiphonia brodiaei,5710418,12200809,Polysiphonia brodiaei (Dillwyn) Sprengel,Plantae,Leptosiphonia,Leptosiphonia spec,12200809,Rhodomelaceae
Polysiphonia hendryi,5277827,,Polysiphonia hendryi,Plantae,Polysiphonia,Polysiphonia hendryi,5277827,Rhodomelaceae
Polysiphonia pacifica,5277781,,Polysiphonia pacifica,Plantae,Polysiphonia,Polysiphonia pacifica,5277781,Rhodomelaceae
Polystichum luctuosum,4046493,,Polystichum luctuosum (Kunze) T.Moore,Plantae,Polystichum,Polystichum luctuosum,4046493,Dryopteridaceae
Porphyra perforata,5275774,10745598,Porphyra perforata J.Agardh,Plantae,Neoporphyra,Neoporphyra perforata,10745598,Bangiaceae
Porphyra thuretii,5275560,,Porphyra thuretii Daws.,Plantae,Porphyra,Porphyra thuretii,5275560,Bangiaceae
Prasinococcus capsulatus,2688093,,"Prasinococcus H.Miyashita & M.Chihara, 1993",Plantae,Prasinococcus,spp.,2688093,Prasinococcaceae
Prionitis cornea,5276641,,Prionitis cornea,Plantae,Grateloupia,Prionitis cornea,5276641,Halymeniaceae
Prionitis lyalii,5276649,,Prionitis lyallii,Plantae,Grateloupia,Prionitis lyallii,5276649,Halymeniaceae
Protosiphon botryoides,11117800,,Protosiphon botryoides (Kütz.) Heering,Plantae,Protosiphon,Protosiphon botryoides,11117800,Protosiphonaceae
Psychotria correae,2921311,11059571,Psychotria correae (Dwyer & M.V.Hayden) C.M.Taylor,Plantae,Palicourea,Palicourea correae,11059571,Rubiaceae
Pteris tremula,5275406,,Pteris tremula R.Br.,Plantae,Pteris,Pteris tremula,5275406,Pteridaceae
Pterocladia capillacea,8303731,,Pterocladia capillacea Gmel.,Plantae,Pterocladia,Pterocladia capillacea,8303731,Pterocladiaceae
Pterocladia lucida,2662674,,Pterocladia lucida (R.Brown ex Turner) J.Agardh,Plantae,Pterocladia,Pterocladia lucida,2662674,Pterocladiaceae
Ptilota filicina,2656711,,Ptilota filicina,Plantae,Ptilota,Ptilota filicina,2656711,Wrangeliaceae
Pyramimonas amylifera,2688106,,Pyramimonas amylifera Conrad,Plantae,Pyramimonas,Pyramimonas amylifera,2688106,Pyramimonadaceae
Pyramimonas parkeae,9618316,,"Pyramimonas Schmarda, 1849",Plantae,Pyramimonas,spp.,9618316,Pyramimonadaceae
Rhizoclonium grande,2643575,,"Rhizoclonium Kützing, 1843",Plantae,Rhizoclonium,spp.,2643575,Cladophoraceae
Rhodymenia californica,2663360,,Rhodymenia californica,Plantae,Rhodymenia,Rhodymenia californica,2663360,Rhodymeniaceae
Rosa foetida,3006902,,Rosa foetida Herrm.,Plantae,Rosa,Rosa foetida,3006902,Rosaceae
Rosa villosa,12205752,,Rosa villosa (Nyár.) Ciocarlan,Plantae,Rosa,Rosa villosa,12205752,Rosaceae
Sandersonia aurantiaca,2740395,,Sandersonia aurantiaca Hook.,Plantae,Sandersonia,Sandersonia aurantiaca,2740395,Colchicaceae
Scenedesmus quadricauda,7711060,,Scenedesmus quadricauda (Turpin) Bréb.,Plantae,Scenedesmus,Scenedesmus quadricauda,7711060,Scenedesmaceae
Scenedesmus vacuolatus,11595049,,"Scenedesmus vacuolatus E.Kessler, Michaela Schafer, Carola Hummer, Annette Kloboucek & V.A.R.Huss, 1997",Plantae,Scenedesmus,Scenedesmus vacuolatus,11595049,Scenedesmaceae
Scinaia confusa,2665190,,Scinaia confusa,Plantae,Scinaia,Scinaia confusa,2665190,Scinaiaceae
Scinaia latifrons,2665168,,Scinaia latifrons Howe,Plantae,Scinaia,Scinaia latifrons,2665168,Scinaiaceae
Scotiellopsis oocystiformis,5271587,,Scotiellopsis oocystiformis (J.W.G.Lund) Puncoch. & Kalina,Plantae,Scotiellopsis,Scotiellopsis oocystiformis,5271587,Scenedesmaceae
Siphonocladus tropicus,2644936,,Siphonocladus tropicus (P.L.Crouan & H.M.Crouan) J.Agardh,Plantae,Siphonocladus,Siphonocladus tropicus,2644936,Siphonocladaceae
Spinacia sp.,3083646,,Spinacia L.,Plantae,Spinacia,spp.,3083646,Amaranthaceae
Tagetes sp.,3088468,,Tagetes L.,Plantae,Tagetes,spp.,3088468,Asteraceae
Terminalia catappa,3189394,,Terminalia catappa L.,Plantae,Terminalia,Terminalia catappa,3189394,Combretaceae
Tetracystis aplanosporum,2642152,,"Tetracystis R.M.Brown, Jr. & H.C.Bold, 1964",Plantae,Tetracystis,spp.,2642152,Chlorococcaceae
Tetracystis intermidium,5271872,,"Tetracystis intermedia (Deason & Bold) R.M.Brown & H.C.Bold, 1964",Plantae,Tetracystis,Tetracystis intermedia,5271872,Chlorococcaceae
Tetracystis tetrasporum,5271854,,"Tetracystis tetraspora (Arce & Bold) R.M.Brown & H.C.Bold, 1964",Plantae,Tetracystis,Tetracystis tetraspora,5271854,Chlorococcaceae
Tetraselmis chui,2688046,,"Tetraselmis chuii Butcher, 1959",Plantae,Tetraselmis,Tetraselmis chuii,2688046,Chlorodendraceae
Tetraselmis marina,2688050,,"Tetraselmis marina (Cienk.) R.E.Norris, T.Hori & Chihara",Plantae,Tetraselmis,Tetraselmis marina,2688050,Chlorodendraceae
Tetraselmis rubens,2688052,12094433,Tetraselmis rubens Butcher,Plantae,Tetraselmis,Tetraselmis verrucosa,12094433,Chlorodendraceae
Tetraselmis sp.,2688033,,"Tetraselmis F.Stein, 1878",Plantae,Tetraselmis,spp.,2688033,Chlorodendraceae
Tetraselmis subcordiformis,2688155,,Tetraselmis subcordiformis (Wille) Butcher,Plantae,Tetraselmis,Tetraselmis subcordiformis,2688155,Chlorodendraceae
Tetraselmis suecica,2688047,,Tetraselmis suecica (Kylin) Butcher,Plantae,Tetraselmis,Tetraselmis suecica,2688047,Chlorodendraceae
Tetraselmis tetrathele,7468271,,Tetraselmis tetrathele (G.S.West) Butcher,Plantae,Tetraselmis,Tetraselmis tetrathele,7468271,Chlorodendraceae
Thelypteris palustris,5275316,,Thelypteris palustris Schott,Plantae,Thelypteris,Thelypteris palustris,5275316,Thelypteridaceae
Uvaria doeringii,3154359,,Uvaria doeringii Diels,Plantae,Uvaria,Uvaria doeringii,3154359,Annonaceae
Viola tricolor,5331347,,Viola tricolor L.,Plantae,Viola,Viola tricolor,5331347,Violaceae
Wittrockiella lyallii,2644699,,"Wittrockiella lyallii (Harv.) C.Hoek, Ducker & Womersley",Plantae,Wittrockiella,Wittrockiella lyallii,2644699,Cladophoraceae
Wittrockiella paradoxa,2644698,8365674,Wittrockiella paradoxa Wille,Plantae,Wittrockiella,Wittrockiella amphibia,8365674,Cladophoraceae
Inula viscosa,3101188,11182823,Inula viscosa (L.) Aiton,Plantae,Dittrichia,Dittrichia viscosa,11182823,Asteraceae
Aragoa cundinamarcensis,3728148,,Aragoa cundinamarcensis Fern.Alonso,Plantae,Aragoa,Aragoa cundinamarcensis,3728148,Plantaginaceae
Globularia arabica,5578452,,Globularia arabica Jaub. & Spach,Plantae,Globularia,Globularia arabica,5578452,Plantaginaceae
Penstemon glaber,3171412,,Penstemon glaber Pursh,Plantae,Penstemon,Penstemon glaber,3171412,Plantaginaceae
Penstemon strictus,3171460,,Penstemon strictus Benth.,Plantae,Penstemon,Penstemon strictus,3171460,Plantaginaceae
Penstemon whippleanus,3171516,,Penstemon whippleanus A.Gray,Plantae,Penstemon,Penstemon whippleanus,3171516,Plantaginaceae
Scutellaria columnae,5609719,,Scutellaria columnae All.,Plantae,Scutellaria,Scutellaria columnae,5609719,Lamiaceae
Wulfenia carinthiaca,3742214,,Wulfenia carinthiaca Jacq.,Plantae,Wulfenia,Wulfenia carinthiaca,3742214,Plantaginaceae
Geijera parviflora,7269149,,Geijera parviflora Lindl.,Plantae,Geijera,Geijera parviflora,7269149,Rutaceae
Leucosidea sericea,3030262,,Leucosidea sericea Eckl. & Zeyh.,Plantae,Leucosidea,Leucosidea sericea,3030262,Rosaceae
Mammea americana,3189421,,Mammea americana L.,Plantae,Mammea,Mammea americana,3189421,Calophyllaceae
Valeriana fauriei,7298944,,Valeriana fauriei Briq.,Plantae,Valeriana,Valeriana fauriei,7298944,Caprifoliaceae
Iochroma cyaneum,3802360,,Iochroma cyaneum (Lindl.) M.L.Green,Plantae,Iochroma,Iochroma cyaneum,3802360,Solanaceae
Remusatia vivipara,2871956,,Remusatia vivipara (Roxb.) Schott,Plantae,Remusatia,Remusatia vivipara,2871956,Araceae
Salsola subaphylla,3756126,7219478,Salsola subaphylla C.A.Mey.,Plantae,Halothamnus,Halothamnus subaphyllus,7219478,Amaranthaceae
Eurycorymbus cavaleriei,3788104,,Eurycorymbus cavaleriei (H.Lév.) Rehder & Hand.-Mazz.,Plantae,Eurycorymbus,Eurycorymbus cavaleriei,3788104,Sapindaceae
Metagentiana rhodantha,3839485,,Metagentiana rhodantha (Franch.) T.N.Ho & S.W.Liu,Plantae,Metagentiana,Metagentiana rhodantha,3839485,Gentianaceae
Prunus ssiori,3023738,,Prunus ssiori F.Schmidt,Plantae,Prunus,Prunus ssiori,3023738,Rosaceae
Rhododendron molle,7135625,,Rhododendron molle (Blume) G.Don,Plantae,Rhododendron,Rhododendron molle,7135625,Ericaceae
Cabralea canjerana,7271502,,Cabralea canjerana (Vell.) Mart.,Plantae,Cabralea,Cabralea canjerana,7271502,Meliaceae
Carapa guianensis,3190513,,Carapa guianensis Aubl.,Plantae,Carapa,Carapa guianensis,3190513,Meliaceae
Entandrophragma angolense,3851018,,Entandrophragma angolense (Welw.) C.DC.,Plantae,Entandrophragma,Entandrophragma angolense,3851018,Meliaceae
Khaya anthotheca,3852095,,Khaya anthotheca (Welw.) C.DC.,Plantae,Khaya,Khaya anthotheca,3852095,Meliaceae
Lansium domesticum,3190478,,Lansium domesticum Corrêa,Plantae,Lansium,Lansium domesticum,3190478,Meliaceae
Neobeguea mahafalensis,3852859,3852852,Neobeguea mahafalensis Leroy,Plantae,Neobeguea,Neobeguea mahafaliensis,3852852,Meliaceae
Soymida febrifuga,3850622,,Soymida febrifuga (Roxb.) A.Juss.,Plantae,Soymida,Soymida febrifuga,3850622,Meliaceae
Xylocarpus rumphii,3850981,,Xylocarpus rumphii (Kostel.) Mabb.,Plantae,Xylocarpus,Xylocarpus rumphii,3850981,Meliaceae
Angelica genuflexa,7747617,,Angelica genuflexa Nutt.,Plantae,Angelica,Angelica genuflexa,7747617,Apiaceae
Phebalium filifolium,3833183,,Phebalium filifolium Turcz.,Plantae,Phebalium,Phebalium filifolium,3833183,Rutaceae
Prangos,6026403,,Prangos Lindl.,Plantae,Prangos,spp.,6026403,Apiaceae
Anoectochilus koshunensis,5308583,,Anoectochilus koshunensis Hayata,Plantae,Anoectochilus,Anoectochilus koshunensis,5308583,Orchidaceae
Asterolasia drummondii,3834875,,Asterolasia drummondii Paul G.Wilson,Plantae,Asterolasia,Asterolasia drummondii,3834875,Rutaceae
Beaucarnea recurvata,2768035,,Beaucarnea recurvata (K.Koch & Fintelm.) Lem.,Plantae,Beaucarnea,Beaucarnea recurvata,2768035,Asparagaceae
Boronia bowmanii,3831823,,Boronia bowmanii F.Muell.,Plantae,Boronia,Boronia bowmanii,3831823,Rutaceae
Cotylelobium scabriusculum,4096696,,Cotylelobium scabriusculum (Thwaites) Brandis,Plantae,Cotylelobium,Cotylelobium scabriusculum,4096696,Dipterocarpaceae
Courbonia virgata,3871730,9907455,Courbonia virgata Brongn.,Plantae,Maerua,Maerua pseudopetalosa,9907455,Capparaceae
Cratystylis conocephala,3098621,,Cratystylis conocephala (F.Muell.) S.Moore,Plantae,Cratystylis,Cratystylis conocephala,3098621,Asteraceae
Croton hutchinsonianus,3057903,,Croton hutchinsonianus Hosseus,Plantae,Croton,Croton hutchinsonianus,3057903,Euphorbiaceae
Delphinium speciosum,7677893,,Delphinium speciosum M.Bieb.,Plantae,Delphinium,Delphinium speciosum,7677893,Ranunculaceae
Dictamnus caucasicus,5593104,12205730,Dictamnus caucasicus (Fisch. & C.A.Mey.) Fisch. ex Grossh.,Plantae,Dictamnus,Dictamnus albus,12205730,Rutaceae
Drummondita calida,3835655,,Drummondita calida (F.Muell.) Paul G.Wilson,Plantae,Drummondita,Drummondita calida,3835655,Rutaceae
Euonymus europaeus,3169131,,Euonymus europaeus L.,Plantae,Euonymus,Euonymus europaeus,3169131,Celastraceae
Evea brasiliensis,5597185,,Evea brasiliensis Cham. & Schltdl.,Plantae,Faramea,Evea brasiliensis,5597185,Rubiaceae
Fagara coco,7269110,3832175,Fagara coco (Gillies) Engl.,Plantae,Zanthoxylum,Zanthoxylum coco,3832175,Rutaceae
Flindersia spp.,3190185,,Flindersia R.Br.,Plantae,Flindersia,spp.,3190185,Rutaceae
Geijera balansae,3834150,,Geijera balansae (Baill.) Schinz & Guillaumin,Plantae,Geijera,Geijera balansae,3834150,Rutaceae
Geijera salicifolia,7956176,,Geijera salicifolia Schott,Plantae,Geijera,Geijera salicifolia,7956176,Rutaceae
Glycosmis citrifolia,3190427,7732678,Glycosmis citrifolia (Willd.) Lindl.,Plantae,Glycosmis,Glycosmis parviflora,7732678,Rutaceae
Glycosmis trichanthera,7268979,,Glycosmis trichanthera Guillaumin,Plantae,Glycosmis,Glycosmis trichanthera,7268979,Rutaceae
Gracilaria eucheumoides,5279064,5279063,"Gracilaria eucheumoides Harvey, 1859",Plantae,Gracilaria,Gracilaria eucheumatoides,5279063,Gracilariaceae
Griselinia scandens,5581556,,Griselinia scandens (Ruiz & Pav.) Taub.,Plantae,Griselinia,Griselinia scandens,5581556,Griseliniaceae
Gutenbergia cordifolia,6063780,,Gutenbergia cordifolia Benth. ex Oliv.,Plantae,Gutenbergia,Gutenbergia cordifolia,6063780,Asteraceae
Haplophyllum bucharicum,5593240,,Haplophyllum bucharicum Litv.,Plantae,Haplophyllum,Haplophyllum bucharicum,5593240,Rutaceae
Haplophyllum griffithianum,8196174,,Haplophyllum griffithianum Boiss.,Plantae,Haplophyllum,Haplophyllum griffithianum,8196174,Rutaceae
Haplophyllum myrtifolium,8428264,,Haplophyllum myrtifolium Boiss.,Plantae,Haplophyllum,Haplophyllum myrtifolium,8428264,Rutaceae
Haplophyllum tuberculatum,5834570,,Haplophyllum tuberculatum (Forssk.) A.Juss.,Plantae,Haplophyllum,Haplophyllum tuberculatum,5834570,Rutaceae
Herbertus juniperoideus subsp. acanthelius,5837526,,Herbertus juniperoideus subsp. acanthelius (Spruce) K.Feldberg & Heinrichs,Plantae,Herbertus,Herbertus juniperoideus,5837526,Herbertaceae
Hortia brasiliana,5594709,,Hortia brasiliana Vand. ex DC.,Plantae,Hortia,Hortia brasiliana,5594709,Rutaceae
Hyptis urticoides,3899106,7531969,Hyptis urticoides Kunth,Plantae,Mesosphaerum,Mesosphaerum urticoides,7531969,Lamiaceae
Ipomoea carnea,2928590,,Ipomoea carnea Jacq.,Plantae,Ipomoea,Ipomoea carnea,2928590,Convolvulaceae
Iris sanguinea,5298821,,Iris sanguinea Hornem.,Plantae,Iris,Iris sanguinea,5298821,Iridaceae
Mikania scandens,5398828,,Mikania scandens (L.) Willd.,Plantae,Mikania,Mikania scandens,5398828,Asteraceae
Monachosorum maximowiczii,3747258,,Monachosorum maximowiczii (Baker) Hayata,Plantae,Monachosorum,Monachosorum maximowiczii,3747258,Dennstaedtiaceae
Myrtopsis myrtoidea,5594531,,Myrtopsis myrtoidea (Baill.) Guillaumin,Plantae,Myrtopsis,Myrtopsis myrtoidea,5594531,Rutaceae
Myrtopsis sellingii,5594524,,Myrtopsis sellingii Guillaumin,Plantae,Myrtopsis,Myrtopsis sellingii,5594524,Rutaceae
Nardia scalaris,4277463,,Nardia scalaris Gray,Plantae,Nardia,Nardia scalaris,4277463,Gymnomitriaceae
Otholobium pubescens,3908215,,Otholobium pubescens (Poir.) J.W.Grimes,Plantae,Psoralea,Otholobium pubescens,3908215,Fabaceae
Philotheca coccinea,3831495,,Philotheca coccinea (C.A.Gardner) Paul G.Wilson,Plantae,Philotheca,Philotheca coccinea,3831495,Rutaceae
Pitavia punctata,3836895,,Pitavia punctata (Ruiz & Pav.) Molina,Plantae,Pitavia,Pitavia punctata,3836895,Rutaceae
Poa sphondylodes,7655016,,Poa sphondylodes Trin.,Plantae,Poa,Poa sphondylodes,7655016,Poaceae
Podocalyx loranthoides,3075159,,Podocalyx loranthoides Klotzsch,Plantae,Podocalyx,Podocalyx loranthoides,3075159,Picrodendraceae
Pterocladiella capillacea,2662919,,Pterocladiella capillacea (S.G.Gmel.) Santel. & Hommers.,Plantae,Pterocladiella,Pterocladiella capillacea,2662919,Pterocladiaceae
Pycnarrhena australiana,3830899,3830726,Pycnarrhena australiana F.Muell.,Plantae,Pycnarrhena,Pycnarrhena novoguineensis,3830726,Menispermaceae
Saussurea stella,5404523,,Saussurea stella Maxim.,Plantae,Saussurea,Saussurea stella,5404523,Asteraceae
Sickingia rubra,2894974,5335264,Sickingia rubra (Mart.) K.Schum.,Plantae,Simira,Simira rubra,5335264,Rubiaceae
Skimmia reevesiana,3837891,,Skimmia reevesiana (Fortune) Fortune,Plantae,Skimmia,Skimmia reevesiana,3837891,Rutaceae
Ticorea longiflora,3835694,,Ticorea longiflora DC.,Plantae,Ticorea,Ticorea longiflora,3835694,Rutaceae
Vernonia chloropappa,5397801,12186849,Vernonia chloropappa Baker,Plantae,Crystallopollen,Crystallopollen chloropappum,12186849,Asteraceae
Yucca elata,2775775,,Yucca elata (Engelm.) Engelm.,Plantae,Yucca,Yucca elata,2775775,Asparagaceae
Zanthoxylum avicennae,3832937,,Zanthoxylum avicennae (Lam.) DC.,Plantae,Zanthoxylum,Zanthoxylum avicennae,3832937,Rutaceae
Zanthoxylum dinklagei,3831718,,Zanthoxylum dinklagei (Engl.) P.G.Waterman,Plantae,Zanthoxylum,Zanthoxylum dinklagei,3831718,Rutaceae
Zanthoxylum planispinum,3835177,7856038,Zanthoxylum planispinum Siebold & Zucc.,Plantae,Zanthoxylum,Zanthoxylum armatum,7856038,Rutaceae
Zanthoxylum tsihanimposa,3833425,,Zanthoxylum tsihanimposa H.Perrier,Plantae,Zanthoxylum,Zanthoxylum tsihanimposa,3833425,Rutaceae
Zanthoxylum wutaiense,3833102,,Zanthoxylum wutaiense Chen,Plantae,Zanthoxylum,Zanthoxylum wutaiense,3833102,Rutaceae
Dalbergia baronii,2968511,,Dalbergia baronii Baker,Plantae,Dalbergia,Dalbergia baronii,2968511,Fabaceae
Dalbergia cearensis,2968903,,Dalbergia cearensis Ducke,Plantae,Dalbergia,Dalbergia cearensis,2968903,Fabaceae
Dalbergia cochinchinensis,2968506,,Dalbergia cochinchinensis Pierre,Plantae,Dalbergia,Dalbergia cochinchinensis,2968506,Fabaceae
Dalbergia cultrata,8108643,,Dalbergia cultrata T.S.Ralph,Plantae,Dalbergia,Dalbergia cultrata,8108643,Fabaceae
Dalbergia melanoxylon,2968897,,Dalbergia melanoxylon Guill. & Perr.,Plantae,Dalbergia,Dalbergia melanoxylon,2968897,Fabaceae
Dalbergia miscolobium,2968927,,Dalbergia miscolobium Benth.,Plantae,Dalbergia,Dalbergia miscolobium,2968927,Fabaceae
Dalbergia stevensonii,2968917,,Dalbergia stevensonii Standl.,Plantae,Dalbergia,Dalbergia stevensonii,2968917,Fabaceae
Dalbergia volubilis,2968408,,Dalbergia volubilis Roxb.,Plantae,Dalbergia,Dalbergia volubilis,2968408,Fabaceae
Goniorrhachis marginata,2944250,,Goniorrhachis marginata Taub.,Plantae,Goniorrhachis,Goniorrhachis marginata,2944250,Fabaceae
