original_name,gbif_id,gbif_accepted_id,gbif_accepted_name,kingdom,genus,species,gbif_key,family,family_id
Arabidopsis thaliana,3052436,,Arabidopsis thaliana (L.) Heynh.,Plantae,Arabidopsis,Arabidopsis thaliana,3052436,Brassicaceae,273
Araujia sericifera,3170442,,Araujia sericifera Brot.,Plantae,Araujia,Araujia sericifera,3170442,Apocynaceae,376
Ardisia arborescens,5557929,5558193.0,Ardisia arborescens Wall.,Plantae,Ardisia,Ardisia humilis,5558193,Primulaceae,362
Aria pallescens,5365145,3013096.0,Aria pallescens (Rehder) H.Ohashi & Iketani,Plantae,Sorbus,Sorbus pallescens,3013096,Rosaceae,204
Arnica nevadensis,5405929,,Arnica nevadensis A.Gray,Plantae,Arnica,Arnica nevadensis,5405929,Asteraceae,423
Artemisia absinthium,3121319,,Artemisia absinthium L.,Plantae,Artemisia,Artemisia absinthium,3121319,Asteraceae,423
Artemisia afra,8078031,,Artemisia afra Jacq.,Plantae,Artemisia,Artemisia afra,8078031,Asteraceae,423
Artemisia ammaniana,3121246,,Artemisia ammaniana Besser,Plantae,Artemisia,Artemisia ammaniana,3121246,Asteraceae,423
Artemisia annua,8373355,,Artemisia annua L.,Plantae,Artemisia,Artemisia annua,8373355,Asteraceae,423
Artemisia apiacea,3121557,4230571.0,Artemisia apiacea Hance,Plantae,Artemisia,Artemisia caruifolia,4230571,Asteraceae,423
Artemisia arborescens,3120677,,Artemisia arborescens L.,Plantae,Artemisia,Artemisia arborescens,3120677,Asteraceae,423
Artemisia argyi,3120648,,Artemisia argyi H.Lév. & Vaniot,Plantae,Artemisia,Artemisia argyi,3120648,Asteraceae,423
Artemisia capillaris,3120722,,Artemisia capillaris Thunb.,Plantae,Artemisia,Artemisia capillaris,3120722,Asteraceae,423
Artemisia halophila,3121192,,Artemisia halophila Krasch.,Plantae,Artemisia,Artemisia halophila,3121192,Asteraceae,423
Artemisia indica,3120972,,Artemisia indica Willd.,Plantae,Artemisia,Artemisia indica,3120972,Asteraceae,423
Artemisia messerschmidtiana,3120709,9624042.0,Artemisia messerschmidtiana Besser,Plantae,Artemisia,Artemisia gmelinii,9624042,Asteraceae,423
Artemisia monogyna,3120641,,Artemisia L.,Plantae,Artemisia,spp.,3120641,Asteraceae,423
Artemisia montana,3121341,,Artemisia montana (Nakai) Pamp.,Plantae,Artemisia,Artemisia montana,3121341,Asteraceae,423
Artemisia princeps,3121258,,Artemisia princeps Pamp.,Plantae,Artemisia,Artemisia princeps,3121258,Asteraceae,423
Artemisia salsoloides,3121286,,Artemisia salsoloides Willd.,Plantae,Artemisia,Artemisia salsoloides,3121286,Asteraceae,423
Artemisia sericea,7921883,,Artemisia sericea (Besser) Weber,Plantae,Artemisia,Artemisia sericea,7921883,Asteraceae,423
Artemisia spicigera,3121483,,Artemisia spicigera K.Koch,Plantae,Artemisia,Artemisia spicigera,3121483,Asteraceae,423
Artemisia thuscula,3121623,,Artemisia thuscula Cav.,Plantae,Artemisia,Artemisia thuscula,3121623,Asteraceae,423
Artemisia xerophytica,3121294,,Artemisia xerophytica Krasch.,Plantae,Artemisia,Artemisia xerophytica,3121294,Asteraceae,423
Asarum heterotropoides,7313559,,Asarum heterotropoides F.Schmidt,Plantae,Asarum,Asarum heterotropoides,7313559,Aristolochiaceae,10
Asarum sieboldii,7313629,,Asarum sieboldii Miq.,Plantae,Asarum,Asarum sieboldii,7313629,Aristolochiaceae,10
Aster scaber,7422131,,"Aster scaber Moench, 1802",Plantae,Aster,Aster scaber,7422131,Asteraceae,423
Asterolasia squamuligera,3834602,,Asterolasia squamuligera (Hook.) Benth.,Plantae,Asterolasia,Asterolasia squamuligera,3834602,Rutaceae,257
Atalantia buxifolia,5593924,,Atalantia buxifolia (Poir.) Oliv.,Plantae,Atalantia,Atalantia buxifolia,5593924,Rutaceae,257
Athamanta macedonica,3633598,7454714.0,Athamanta macedonica (L.) Spreng.,Plantae,Bubon,Bubon macedonicum,7454714,Apiaceae,439
Athanasia crithmifolia,7627744,,Athanasia crithmifolia (L.) L.,Plantae,Athanasia,Athanasia crithmifolia,7627744,Asteraceae,423
Atractylodes chinensis,3122440,3122433.0,Atractylodes chinensis (Bunge) Koidz.,Plantae,Atractylodes,Atractylodes lancea,3122433,Asteraceae,423
Austrobaileya scandens,4197027,,Austrobaileya scandens C.T.White,Plantae,Austrobaileya,Austrobaileya scandens,4197027,Austrobaileyaceae,5
Baccharis dracunculifolia,3129176,,Baccharis dracunculifolia DC.,Plantae,Baccharis,Baccharis dracunculifolia,3129176,Asteraceae,423
Baccharis rufescens,7338560,,Baccharis rufescens Spreng.,Plantae,Baccharis,Baccharis rufescens,7338560,Asteraceae,423
Baeckea frutescens,3187799,,Baeckea frutescens L.,Plantae,Baeckea,Baeckea frutescens,3187799,Myrtaceae,235
Bassia butyracea,5333838,2886375.0,Bassia butyracea Roxb.,Plantae,Diploknema,Diploknema butyracea,2886375,Sapotaceae,364
Beilschmiedia pendula,3034073,,Beilschmiedia pendula (Sw.) Hemsl.,Plantae,Beilschmiedia,Beilschmiedia pendula,3034073,Lauraceae,25
Benzoin praecox,5685883,7304475.0,Benzoin praecox Siebold & Zucc.,Plantae,Lindera,Lindera praecox,7304475,Lauraceae,25
Berberis julianae,3981543,,Berberis julianae C.K.Schneid.,Plantae,Berberis,Berberis julianae,3981543,Berberidaceae,112
Beyeria brevifolia,8049210,,"Beyeria brevifolia (Müll.Arg.) Benth., 1873",Plantae,Beyeria,Beyeria brevifolia,8049210,Euphorbiaceae,166
Bidens andicola,7338058,,Bidens andicola Kunth,Plantae,Bidens,Bidens andicola,7338058,Asteraceae,423
Blepharocalyx salicifolius,3187875,,Blepharocalyx salicifolius (Kunth) O.Berg,Plantae,Blepharocalyx,Blepharocalyx salicifolius,3187875,Myrtaceae,235
Boswellia carteri,5421353,8330171.0,Boswellia carteri Birdw.,Plantae,Boswellia,Boswellia sacra,8330171,Burseraceae,253
Bothriochloa bladhii,2704093,,Bothriochloa bladhii (Retz.) S.T.Blake,Plantae,Bothriochloa,Bothriochloa bladhii,2704093,Poaceae,102
Bridelia ferruginea,3076157,,Bridelia ferruginea Benth.,Plantae,Bridelia,Bridelia ferruginea,3076157,Phyllanthaceae,181
Bunium paucifolium,6027277,,Bunium paucifolium DC.,Plantae,Bunium,Bunium paucifolium,6027277,Apiaceae,439
Bupleurum fruticescens,6027094,,Bupleurum fruticescens Loefl. ex L.,Plantae,Bupleurum,Bupleurum fruticescens,6027094,Apiaceae,439
Bupleurum fruticosum,3638793,,Bupleurum fruticosum L.,Plantae,Bupleurum,Bupleurum fruticosum,3638793,Apiaceae,439
Bursaria spinosa,7303844,,Bursaria spinosa Cav.,Plantae,Bursaria,Bursaria spinosa,7303844,Pittosporaceae,445
Bystropogon canariensis,3904098,,Bystropogon canariensis (L.) L'Hér.,Plantae,Bystropogon,Bystropogon canariensis,3904098,Lamiaceae,396
Bystropogon origanifolius,7309341,,Bystropogon origanifolius L'Hér.,Plantae,Bystropogon,Bystropogon origanifolius,7309341,Lamiaceae,396
Callistemon linearis,3173349,,Callistemon linearis (Schrad. & J.C.Wendl.) Colvill ex Sweet,Plantae,Callistemon,Callistemon linearis,3173349,Myrtaceae,235
Calycolpus warszewiczianus,8353141,,Calycolpus warszewiczianus O.Berg,Plantae,Calycolpus,Calycolpus warszewiczianus,8353141,Myrtaceae,235
Canarium luzonicum,7445618,,Canarium luzonicum (Blume) A.Gray,Plantae,Canarium,Canarium luzonicum,7445618,Burseraceae,253
Canella winterana,3877834,,Canella winterana (L.) Gaertn.,Plantae,Canella,Canella winterana,3877834,Canellaceae,8
Cannabis sativa,5361880,,Cannabis sativa L.,Plantae,Cannabis,Cannabis sativa,5361880,Cannabaceae,199
Cantinoa mutabilis,7471562,,Cantinoa mutabilis (Rich.) Harley & J.F.B.Pastore,Plantae,Cantinoa,Cantinoa mutabilis,7471562,Lamiaceae,396
Capsicum annuum,2932944,,Capsicum annuum L.,Plantae,Capsicum,Capsicum annuum,2932944,Solanaceae,388
Carapichea ipecacuanha,2921359,,Carapichea ipecacuanha (Brot.) L.Andersson,Plantae,Carapichea,Carapichea ipecacuanha,2921359,Rubiaceae,381
Cardamine pinnata,3045639,3045634.0,Cardamine pinnata (Lam.) W.T.Aiton,Plantae,Cardamine,Cardamine heptaphylla,3045634,Brassicaceae,273
Carica papaya,2874484,,Carica papaya L.,Plantae,Carica,Carica papaya,2874484,Caricaceae,276
Carum carvi,3034714,,Carum carvi L.,Plantae,Carum,Carum carvi,3034714,Apiaceae,439
Carum copticum,7741980,,"Carum copticum H.Karst., 1882",Plantae,Carum,Carum copticum,7741980,Apiaceae,439
Catha edulis,7979745,,Catha edulis Forssk.,Plantae,Catha,Catha edulis,7979745,Celastraceae,144
Catharanthus roseus,3169830,,Catharanthus roseus (L.) G.Don,Plantae,Catharanthus,Catharanthus roseus,3169830,Apocynaceae,376
Centella asiatica,3034128,,Centella asiatica (L.) Urb.,Plantae,Centella,Centella asiatica,3034128,Apiaceae,439
Centranthus longiflorus ssp. longiflorus,7298973,,Centranthus longiflorus subsp. longiflorus,Plantae,Centranthus,Centranthus longiflorus,7298973,Caprifoliaceae,438
Ceratophyllum demersum,2882398,,Ceratophyllum demersum L.,Plantae,Ceratophyllum,Ceratophyllum demersum,2882398,Ceratophyllaceae,111
Cerbera dilatata,3169757,,Cerbera L.,Plantae,Cerbera,spp.,3169757,Apocynaceae,376
Chaerophyllum azoricum,3642488,,Chaerophyllum azoricum Trel.,Plantae,Chaerophyllum,Chaerophyllum azoricum,3642488,Apiaceae,439
Chamomilla recutita,5391086,8370958.0,Chamomilla recutita (L.) Rauschert,Plantae,Matricaria,Matricaria chamomilla,8370958,Asteraceae,423
Chiliadenus lopadusanus,3089854,,Chiliadenus lopadusanus Brullo,Plantae,Chiliadenus,Chiliadenus lopadusanus,3089854,Asteraceae,423
Chloranthus tianmushanensis,3750501,,Chloranthus tianmushanensis K.F.Wu,Plantae,Chloranthus,Chloranthus tianmushanensis,3750501,Chloranthaceae,28
Chresta sphaerocephala,3142080,,Chresta sphaerocephala DC.,Plantae,Chresta,Chresta sphaerocephala,3142080,Asteraceae,423
Chromolaena odorata,3087725,,Chromolaena odorata (L.) R.M.King & H.Rob.,Plantae,Chromolaena,Chromolaena odorata,3087725,Asteraceae,423
Chromolaena pulchella,3087897,,Chromolaena pulchella (Kunth) R.M.King & H.Rob.,Plantae,Chromolaena,Chromolaena pulchella,3087897,Asteraceae,423
Chrysanthemum indicum,3150814,,Chrysanthemum indicum L.,Plantae,Chrysanthemum,Chrysanthemum indicum,3150814,Asteraceae,423
Chrysanthemum x morifolium,3150767,,Chrysanthemum × morifolium Ramat. ex Hemsl.,Plantae,Chrysanthemum,Chrysanthemum morifolium,3150767,Asteraceae,423
Chrysanthemum zawadskii,3150753,10906157.0,"Chrysanthemum zawadskii Herbich, 1831",Plantae,Chrysanthemum,Chrysanthemum zawadzkii,10906157,Asteraceae,423
Cinnamomum aromaticum,3033982,,Cinnamomum aromaticum Nees,Plantae,Cinnamomum,Cinnamomum aromaticum,3033982,Lauraceae,25
Cinnamomum camphora,3033991,,Cinnamomum camphora (L.) J.Presl,Plantae,Cinnamomum,Cinnamomum camphora,3033991,Lauraceae,25
Cinnamomum illicioides,4183219,,Cinnamomum illicioides A.Chev.,Plantae,Cinnamomum,Cinnamomum illicioides,4183219,Lauraceae,25
Cinnamomum sieboldii,8286659,,Cinnamomum sieboldii Meisn.,Plantae,Cinnamomum,Cinnamomum sieboldii,8286659,Lauraceae,25
Cinnamomum tenuifolium,7304447,4176844.0,Cinnamomum tenuifolium (Makino) Sugim.,Plantae,Cinnamomum,Cinnamomum chekiangense,4176844,Lauraceae,25
Cinnamomum verum,3033987,,Cinnamomum verum J.Presl,Plantae,Cinnamomum,Cinnamomum verum,3033987,Lauraceae,25
Cistus albidus,7331435,,Cistus albidus L.,Plantae,Cistus,Cistus albidus,7331435,Cistaceae,262
Cistus creticus,6438085,,Cistus creticus L.,Plantae,Cistus,Cistus creticus,6438085,Cistaceae,262
Cistus ladanifer,6437976,,Cistus ladanifer L.,Plantae,Cistus,Cistus ladanifer,6437976,Cistaceae,262
Cistus laurifolius,3596501,,Cistus laurifolius L.,Plantae,Cistus,Cistus laurifolius,3596501,Cistaceae,262
Cistus monspeliensis,2874030,,Cistus monspeliensis L.,Plantae,Cistus,Cistus monspeliensis,2874030,Cistaceae,262
Citrus,3190155,,Citrus L.,Plantae,Citrus,spp.,3190155,Rutaceae,257
Citrus aurantifolia,3190164,,Citrus × aurantiifolia (Christm.) Swingle,Plantae,Citrus,Citrus aurantiifolia,3190164,Rutaceae,257
Citrus aurantium,8077391,,Citrus × aurantium L.,Plantae,Citrus,Citrus aurantium,8077391,Rutaceae,257
Citrus hystrix,6433679,,Citrus hystrix DC.,Plantae,Citrus,Citrus hystrix,6433679,Rutaceae,257
Citrus japonica,3831801,,Citrus japonica Thunb.,Plantae,Citrus,Citrus japonica,3831801,Rutaceae,257
Citrus junos,3831766,,Citrus × junos Siebold ex Yu.Tanaka,Plantae,Citrus,Citrus junos,3831766,Rutaceae,257
Citrus limon,7647136,,Citrus × limon (L.) Osbeck,Plantae,Citrus,Citrus limon,7647136,Rutaceae,257
Citrus maxima,3190160,,Citrus maxima (Burm.) Merr.,Plantae,Citrus,Citrus maxima,3190160,Rutaceae,257
Citrus medica,3190157,,Citrus medica L.,Plantae,Citrus,Citrus medica,3190157,Rutaceae,257
Citrus reticulata,3190172,,Citrus reticulata Blanco,Plantae,Citrus,Citrus reticulata,3190172,Rutaceae,257
Citrus trifoliata,3190129,,Citrus trifoliata L.,Plantae,Citrus,Citrus trifoliata,3190129,Rutaceae,257
Clausena excavata,5834596,,Clausena excavata Burm.fil.,Plantae,Clausena,Clausena excavata,5834596,Rutaceae,257
Cleistopholis patens,3153999,,Cleistopholis patens (Benth.) Engl. & Diels,Plantae,Cleistopholis,Cleistopholis patens,3153999,Annonaceae,15
Cleonia lusitanica,3895568,,Cleonia lusitanica (L.) L.,Plantae,Cleonia,Cleonia lusitanica,3895568,Lamiaceae,396
Clinopodium album,9392339,,Clinopodium album (Waldst. & Kit.) Bräuchler & Govaerts,Plantae,Clinopodium,Clinopodium album,9392339,Lamiaceae,396
Clinopodium barbatum,9473735,,Clinopodium barbatum (P.H.Davis) Melnikov,Plantae,Clinopodium,Clinopodium barbatum,9473735,Lamiaceae,396
Clinopodium carolinianum,3887869,,Clinopodium carolinianum Mill.,Plantae,Clinopodium,Clinopodium carolinianum,3887869,Lamiaceae,396
Clinopodium congestum,3887703,,Clinopodium congestum (Boiss. & Hausskn.) Kuntze,Plantae,Clinopodium,Clinopodium congestum,3887703,Lamiaceae,396
Clinopodium grandiflorum,7437438,,Clinopodium grandiflorum (L.) Kuntze,Plantae,Clinopodium,Clinopodium grandiflorum,7437438,Lamiaceae,396
Clinopodium thymifolium,3885445,10793317.0,Clinopodium × thymifolium Kuntze,Plantae,Clinopodium,Clinopodium hostii,10793317,Lamiaceae,396
Cneorum pulverulentum,3709357,,Cneorum pulverulentum Vent.,Plantae,Cneorum,Cneorum pulverulentum,3709357,Rutaceae,257
Cnidium officinale,3638035,12256163.0,Cnidium officinale Makino,Plantae,Conioselinum,Conioselinum officinale,12256163,Apiaceae,439
Codonocarpus australis,3718320,3718334.0,Codonocarpus australis A.Cunn. ex Moq.,Plantae,Codonocarpus,Codonocarpus attenuatus,3718334,Gyrostemonaceae,279
Coespeletia timotensis,3109144,3109147.0,Coespeletia timotensis (Cuatrec.) Cuatrec.,Plantae,Espeletia,Espeletia timotensis,3109147,Asteraceae,423
Commiphora gurreh,3992899,,Commiphora gurreh Engl.,Plantae,Commiphora,Commiphora gurreh,3992899,Burseraceae,253
Conioselinum anthriscoides,8393328,,Conioselinum anthriscoides (H.Boissieu) Pimenov & Kljuykov,Plantae,Conioselinum,Conioselinum anthriscoides,8393328,Apiaceae,439
Conyza newii,5398209,,Conyza newii Oliv. & Hiern,Plantae,Conyza,Conyza newii,5398209,Asteraceae,423
Coriandrum sativum,3034871,,Coriandrum sativum L.,Plantae,Coriandrum,Coriandrum sativum,3034871,Apiaceae,439
Coridothymus capitatus,3881726,5607804.0,Coridothymus capitatus (L.) Rchb.f.,Plantae,Thymbra,Thymbra capitata,5607804,Lamiaceae,396
Cornulaca monacantha,3758905,,Cornulaca monacantha Delile,Plantae,Cornulaca,Cornulaca monacantha,3758905,Amaranthaceae,306
Corydalis nakaii,5532069,7314820.0,Corydalis nakaii Ishidoya,Plantae,Corydalis,Corydalis ternata,7314820,Papaveraceae,117
Corydalis stricta,7314862,,Corydalis stricta Stephan ex DC.,Plantae,Corydalis,Corydalis stricta,7314862,Papaveraceae,117
Corymbia citriodora,5418431,,Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson,Plantae,Corymbia,Corymbia citriodora,5418431,Myrtaceae,235
Corymbia maculata,5418386,,Corymbia maculata (Hook.) K.D.Hill & L.A.S.Johnson,Plantae,Corymbia,Corymbia maculata,5418386,Myrtaceae,235
Couroupita guianensis,3082562,,Couroupita guianensis Aubl.,Plantae,Couroupita,Couroupita guianensis,3082562,Lecythidaceae,357
Crateva nurvala,3871453,3871487.0,Crateva nurvala Buch.-Ham.,Plantae,Crateva,Crateva magna,3871487,Capparaceae,275
Crithmum maritimum,3632234,,Crithmum maritimum L.,Plantae,Crithmum,Crithmum maritimum,3632234,Apiaceae,439
Croton adenocalyx,3058234,,Croton adenocalyx Baill.,Plantae,Croton,Croton adenocalyx,3058234,Euphorbiaceae,166
Croton eluteria,3058150,,Croton eluteria (L.) W.Wright,Plantae,Croton,Croton eluteria,3058150,Euphorbiaceae,166
Croton jimenezii,3058571,,Croton jimenezii Standl. & Valerio,Plantae,Croton,Croton jimenezii,3058571,Euphorbiaceae,166
Croton mucronifolius,3059751,,Croton mucronifolius Müll.Arg.,Plantae,Croton,Croton mucronifolius,3059751,Euphorbiaceae,166
Croton sonderianus,3059926,,Croton sonderianus Müll.Arg.,Plantae,Croton,Croton sonderianus,3059926,Euphorbiaceae,166
Croton stellulifer,5792355,,Croton stellulifer Hutch.,Plantae,Croton,Croton stellulifer,5792355,Euphorbiaceae,166
Croton stelluliferus,3058539,,Croton stelluliferus Hutch.,Plantae,Croton,Croton stelluliferus,3058539,Euphorbiaceae,166
Cryptocarya agathophylla,4178766,,Cryptocarya agathophylla van der Werff,Plantae,Cryptocarya,Cryptocarya agathophylla,4178766,Lauraceae,25
Cuminum,3034774,,Cuminum Tourn. ex L.,Plantae,Cuminum,spp.,3034774,Apiaceae,439
Cuminum cyminum,3034775,,Cuminum cyminum L.,Plantae,Cuminum,Cuminum cyminum,3034775,Apiaceae,439
Cunila fasciculata,5610968,,Cunila fasciculata Benth.,Plantae,Cunila,Cunila fasciculata,5610968,Lamiaceae,396
Cunila microcephala,5610946,,Cunila microcephala Benth.,Plantae,Cunila,Cunila microcephala,5610946,Lamiaceae,396
Curcuma amada,2757535,,Curcuma amada Roxb.,Plantae,Curcuma,Curcuma amada,2757535,Zingiberaceae,93
Curcuma kwangsiensis,2757538,,Curcuma kwangsiensis S.G.Lee & C.F.Liang,Plantae,Curcuma,Curcuma kwangsiensis,2757538,Zingiberaceae,93
Curcuma longa,2757624,,Curcuma longa L.,Plantae,Curcuma,Curcuma longa,2757624,Zingiberaceae,93
Curcuma phaeocaulis,2757534,,Curcuma phaeocaulis Valeton,Plantae,Curcuma,Curcuma phaeocaulis,2757534,Zingiberaceae,93
Curcuma pierreana,2757653,,Curcuma pierreana Gagnep.,Plantae,Curcuma,Curcuma pierreana,2757653,Zingiberaceae,93
Curcuma wenyujin,2757546,2757544.0,Curcuma wenyujin Y.H.Chen & C.Ling,Plantae,Curcuma,Curcuma aromatica,2757544,Zingiberaceae,93
Curcuma zedoaria,2757545,,Curcuma zedoaria (Christm.) Roscoe,Plantae,Curcuma,Curcuma zedoaria,2757545,Zingiberaceae,93
Cymbopogon flexuosus,8571291,,Cymbopogon flexuosus (Nees ex Steud.) W.Watson,Plantae,Cymbopogon,Cymbopogon flexuosus,8571291,Poaceae,102
Cymbopogon martinii,7421320,4138713.0,Cymbopogon martinii (Roxb.) J.F.Watson,Plantae,Cymbopogon,Cymbopogon martini,4138713,Poaceae,102
Daucus carota,3034742,,Daucus carota L.,Plantae,Daucus,Daucus carota,3034742,Apiaceae,439
Daucus littoralis,6027290,,Daucus littoralis Sm.,Plantae,Daucus,Daucus littoralis,6027290,Apiaceae,439
Dendrosenecio kilimanjari,3118072,,Dendrosenecio kilimanjari (Mildbr.) E.B.Knox,Plantae,Dendrosenecio,Dendrosenecio kilimanjari,3118072,Asteraceae,423
Dictamnus albus,5421338,,Dictamnus albus L.,Plantae,Dictamnus,Dictamnus albus,5421338,Rutaceae,257
Dimocarpus fumatus,7265064,,Dimocarpus fumatus (Blume) Leenh.,Plantae,Dimocarpus,Dimocarpus fumatus,7265064,Sapindaceae,258
Diospyros verrucosa,4070751,,Diospyros verrucosa Hiern,Plantae,Diospyros,Diospyros verrucosa,4070751,Ebenaceae,354
Diplolophium africanum,3637348,,Diplolophium africanum Turcz.,Plantae,Diplolophium,Diplolophium africanum,3637348,Apiaceae,439
Diplotaenia cachrydifolia,3637256,,Diplotaenia cachrydifolia Boiss.,Plantae,Diplotaenia,Diplotaenia cachrydifolia,3637256,Apiaceae,439
Dipterocarpus alatus,4096596,,Dipterocarpus alatus Roxb.,Plantae,Dipterocarpus,Dipterocarpus alatus,4096596,Dipterocarpaceae,264
Drosera peltata,3190855,,Drosera peltata Thunb.,Plantae,Drosera,Drosera peltata,3190855,Droseraceae,316
Ducrosia ismaelis,3635600,,Ducrosia ismaelis Asch.,Plantae,Ducrosia,Ducrosia ismaelis,3635600,Apiaceae,439
Dysphania ambrosioides,5568446,,Dysphania ambrosioides (L.) Mosyakin & Clemants,Plantae,Dysphania,Dysphania ambrosioides,5568446,Amaranthaceae,306
Echinophora tenuifolia,5538701,,Echinophora tenuifolia L.,Plantae,Echinophora,Echinophora tenuifolia,5538701,Apiaceae,439
Echinophora trichophylla,5538690,,Echinophora trichophylla J.E.Sm.,Plantae,Echinophora,Echinophora trichophylla,5538690,Apiaceae,439
Echinops amplexicaulis,5392676,,Echinops amplexicaulis Oliv.,Plantae,Echinops,Echinops amplexicaulis,5392676,Asteraceae,423
Elettaria cardamomum,2759871,,Elettaria cardamomum (L.) Maton,Plantae,Elettaria,Elettaria cardamomum,2759871,Zingiberaceae,93
Elsholtzia bodinieri,3900905,,Elsholtzia bodinieri Vaniot,Plantae,Elsholtzia,Elsholtzia bodinieri,3900905,Lamiaceae,396
Elsholtzia fruticosa,7308971,,Elsholtzia fruticosa (D.Don) Rehder,Plantae,Elsholtzia,Elsholtzia fruticosa,7308971,Lamiaceae,396
Elsholtzia pilosa,3900245,,Elsholtzia pilosa (Benth.) Benth.,Plantae,Elsholtzia,Elsholtzia pilosa,3900245,Lamiaceae,396
Elsholtzia splendens,7308889,,Elsholtzia splendens Nakai ex F.Maek.,Plantae,Elsholtzia,Elsholtzia splendens,7308889,Lamiaceae,396
Epaltes gariepina,3127467,3127458.0,Epaltes gariepina (DC.) Steetz,Plantae,Litogyne,Litogyne gariepina,3127458,Asteraceae,423
Erigeron canadensis,3146791,,Erigeron canadensis L.,Plantae,Erigeron,Erigeron canadensis,3146791,Asteraceae,423
Eryngium foetidum,3034425,,Eryngium foetidum L.,Plantae,Eryngium,Eryngium foetidum,3034425,Apiaceae,439
Etlingera cevuga,2760194,,Etlingera cevuga (Seem.) R.M.Sm.,Plantae,Etlingera,Etlingera cevuga,2760194,Zingiberaceae,93
Etlingera elatior,2759896,,Etlingera elatior (Jack) R.M.Sm.,Plantae,Etlingera,Etlingera elatior,2759896,Zingiberaceae,93
Etlingera pavieana,2760233,,Etlingera pavieana (Pierre ex Gagnep.) R.M.Sm.,Plantae,Etlingera,Etlingera pavieana,2760233,Zingiberaceae,93
Eucalyptus,7493935,,Eucalyptus L'Hér.,Plantae,Eucalyptus,spp.,7493935,Myrtaceae,235
