original_name,gbif_id,gbif_accepted_id,gbif_accepted_name,kingdom
Monopteryx spp.,2945503,NA,Monopteryx Spruce ex Benth.,Plantae
Pteronia stricta,5394707,NA,Pteronia stricta Aiton,Plantae
Euploca bracteata,10851424,NA,Euploca bracteata (R.Br.) M.W.Frohl. & M.W.Chase,Plantae
Euploca ovalifolia,4062375,NA,Euploca ovalifolia (Forssk.) Diane & Hilger,Plantae
Heliotropium bracteatum,7295495,10851424,Heliotropium bracteatum R.Br.,Plantae
Heliotropium keralense,4064878,NA,Heliotropium keralense Sivar. & Manilal,Plantae
Heliotropium ovalifolium,7295023,NA,"Heliotropium ovalifolium Hassl., 1917",Plantae
Heliotropium subulatum,8219833,NA,Heliotropium subulatum Hochst. ex DC.,Plantae
Senecio pseudo-orientalis,3108635,NA,Senecio pseudoorientalis Schischk.,Plantae
Achillea filipendulina,3120284,NA,Achillea filipendulina Lam.,Plantae
Asteraceae Campanulatae,3065,NA,Asteraceae,Plantae
Deguelia rufescens,2960239,NA,Deguelia rufescens (Benth.) R.A.Camargo & A.M.G.Azevedo,Plantae
Dioncophyllum thollonii,4161357,NA,Dioncophyllum thollonii Baill.,Plantae
Erica vagans,5333408,NA,Erica vagans L.,Plantae
Euphorbia Lathyris,11397237,NA,Euphorbia L.,Plantae
Fraxinus bungeana,3684700,NA,Fraxinus bungeana A.DC.,Plantae
Fraxinus floribunda,7326078,NA,Fraxinus floribunda Wall.,Plantae
Fraxinus paxiana,3682241,NA,Fraxinus paxiana Lingelsh.,Plantae
Fraxinus rhynchophylla,7326154,3684429,Fraxinus rhynchophylla Hance,Plantae
Fraxinus spp.,3172323,NA,Fraxinus Tourn. ex L.,Plantae
Notoseris psilolepis,3088383,8383860,Notoseris psilolepis C.Shih,Plantae
Olea exasperata,7502977,NA,Olea exasperata Jacq.,Plantae
Olea woodiana,7326137,NA,Olea woodiana Knobl.,Plantae
Passiflora cyanea,3587002,NA,Passiflora cyanea Mast.,Plantae
Phacelia minor,2928206,NA,Phacelia minor (Harv.) Thell.,Plantae
Phlomoides loasifolia,3885342,NA,Phlomoides loasifolia (Benth.) Kamelin & Makhm.,Plantae
Phytolacca esculenta,4192546,8359411,Phytolacca esculenta Van Houtte,Plantae
Pinus apacheca,5285379,5285058,Pinus apacheca Lemmon,Plantae
Sedum kamtschaticum,4200460,NA,Phedimus Raf.,Plantae
Solanum xanthocarpum,2928997,NA,Solanum L.,Plantae
Ulmus macrocarpa,7303600,NA,Ulmus macrocarpa Hance,Plantae
Xenophyllum dactylophyllum,3142294,6064275,Xenophyllum dactylophyllum (Sch.Bip.) V.A.Funk,Plantae
Helietta parvifolia,3190143,NA,Helietta parvifolia (A.Gray ex Hemsl.) Benth.,Plantae
Spermacoce neohispida,2918315,NA,Spermacoce neohispida Govaerts,Plantae
Anaxagorea crassipetala,3156858,NA,Anaxagorea crassipetala Hemsl.,Plantae
Artocarpus kemando,3764693,NA,Artocarpus kemando Miq.,Plantae
Calyptocarpus vialis,3091480,NA,Calyptocarpus vialis Less.,Plantae
Croton costatus,3058795,NA,Croton costatus Kunth,Plantae
Croton skutchii,3060335,3058795,Croton skutchii Standl.,Plantae
Dahlia scapigera,5387170,NA,Dahlia scapigera (Dietr.) Knowles & Westc.,Plantae
Epithelantha micromeris,8013485,NA,Epithelantha micromeris (Engelm.) F.A.C.Weber,Plantae
Flabellia petiolata,5272079,NA,"Flabellia petiolata (Turra) Nizamuddin, 1987",Plantae
Markhamia zanzibarica,5668590,NA,Markhamia zanzibarica (Bojer ex DC.) K.Schum.,Plantae
Virola guggenheimii,3743314,NA,Virola guggenheimii W.A.Rodrigues,Plantae
Satureja salzmannii,3903557,NA,Satureja salzmannii (Kuntze) P.W.Ball,Plantae
Ochanostachys amentacea,3686107,NA,Ochanostachys amentacea Mast.,Plantae
ochanostachys amentacea,3686107,NA,Ochanostachys amentacea Mast.,Plantae
Averrhoa bilimbi,2891640,NA,Averrhoa bilimbi L.,Plantae
Cinnamomum micranthu,7304647,NA,Cinnamomum micranthum (Hayata) Hayata,Plantae
Laurencia filiformis,2660978,2661140,Laurencia filiformis (C.Agardh) Mont.,Plantae
Solanum erianthum,2931461,NA,Solanum erianthum D.Don,Plantae
Pimpinella javana,5539256,NA,Pimpinella javana DC.,Plantae
Guaiacum sanctum,3189908,NA,Guaiacum sanctum L.,Plantae
Guaiacum sp.,3189907,NA,Guaiacum L.,Plantae
Guajacum officinale,3189914,3986813,Guajacum officinale L.,Plantae
Carpesium spp.,3094825,NA,Carpesium L.,Plantae
Greenmaniella resinosa,3118715,NA,Greenmaniella resinosa (S.Watson) Sharp,Plantae
Iva imbricata,5402626,NA,Iva imbricata Walter,Plantae
Ondetia linearis,3103320,NA,Ondetia linearis Benth.,Plantae
Wedelia spp.,3091756,NA,Wedelia Jacq.,Plantae
Zaluzania spp.,3101694,NA,Zaluzania Pers.,Plantae
Actaea yunnanensis,5616552,NA,Actaea yunnanensis (P.K.Hsiao) Compton,Plantae
Arctostaphylos pumila,2882603,NA,Arctostaphylos pumila Nutt.,Plantae
Brunsvigia rosea,2855451,5325855,Brunsvigia rosea (Lam.) L.S.Hannibal,Plantae
Callitropsis araucarioides,5284385,2684896,Callitropsis araucarioides R.H.Compton,Plantae
Centaurium cachanlahuen,5595161,NA,Centaurium cachanlahuen (Molina) B.L.Rob.,Plantae
Eucalyptus mckieana,3176437,NA,Eucalyptus mckieana Blakely,Plantae
Helianthus gracilentus,3119236,NA,Helianthus gracilentus A.Gray,Plantae
Mildbraediodendron excelsa,2982847,NA,Mildbraediodendron excelsum Harms,Plantae
Pterodon pubescens,5342610,5342608,Pterodon pubescens (Benth.) Benth.,Plantae
Ulex nanus,7969940,NA,Ulex nanus Lees,Plantae
ateleia glazioviana,5361709,NA,Ateleia glazioveana Baill.,Plantae
Polylepis australis,5370540,NA,Polylepis australis Bitter,Plantae
Pilocarpus riedelianus,3837144,NA,Pilocarpus riedelianus Engl.,Plantae
Clematis grata,7683806,NA,Clematis grata Wall.,Plantae
Fagus orientalis,2882360,NA,Fagus orientalis Lipsky,Plantae
Gaillardia suavis,5387838,NA,Gaillardia suavis (A.Gray & Engelm.) Britton & Rusby,Plantae
Habenaria intermedia,2828690,NA,Habenaria intermedia D.Don,Plantae
Pandanus conoideus,5328074,NA,Pandanus conoideus Lam.,Plantae
Juniperus lucayana,3611405,3611055,Juniperus lucayana Britton,Plantae
Juniperus virginiana var. silicicola,2684401,NA,Juniperus virginiana var. silicicola (Small) E.Murray,Plantae
Osyris wightiana,7265228,7473922,Osyris wightiana Wall. ex Wight,Plantae
Seseli transcaucasicum,3629086,NA,Seseli transcaucasicum (Schischk.) Pimenov & Sdobnina,Plantae
Duhaldea cuspidata,3126666,NA,Duhaldea cuspidata (Wall. ex DC.) Anderb.,Plantae
Espeletiopsis glandulosa,3101679,3101678,Espeletiopsis glandulosa (Cuatrec.) Cuatrec.,Plantae
Helichrysum chrysargyrum,3132020,NA,Helichrysum chrysargyrum Moeser,Plantae
Heterotheca latifolia,6064671,5401971,Heterotheca latifolia Buckley,Plantae
Hippia frutescens,5386438,NA,Hippia frutescens (L.) L.,Plantae
Pinus heterophylla,10707239,NA,Pinus heterophylla Small.,Plantae
Radula javanica,7778306,NA,Radula javanica Gottsche,Plantae
Radula kojana,7670115,NA,Radula kojana Steph.,Plantae
Senecio erosus,3107877,NA,Senecio erosus L.fil.,Plantae
Senecio pseudoorientalis,3108635,NA,Senecio pseudoorientalis Schischk.,Plantae
Solanum berthautii,2929618,NA,Solanum berthaultii Hawkes,Plantae
Syncolostemon welwitschii,3900063,NA,Syncolostemon welwitschii (Rolfe) D.F.Otieno,Plantae
Bursera permollis,3992676,NA,Bursera permollis Standl. & Steyerm.,Plantae
Eriope macrostachya,7308647,NA,Eriope macrostachya Mart. ex Benth.,Plantae
Linum flavum var. compactum,7293238,NA,Linum flavum L.,Plantae
Thujopsis dolabrata var. hondae,2684109,NA,Thujopsis dolabrata var. hondae Makino,Plantae
Lapiedra martinezii,2860661,NA,Lapiedra martinezii Lag.,Plantae
Allocasuarina distyla,9676223,NA,Allocasuarina distyla (Vent.) L.A.S.Johnson,Plantae
Allocasuarina verticillata,2891902,NA,Allocasuarina verticillata (Lam.) L.A.S.Johnson,Plantae
Casuarina stricta,2891904,NA,"Casuarina stricta (Dryand.) , 1868",Plantae
Andira araroba,2965592,2965590,Andira araroba Aguiar,Plantae
Condalia buxifolia,5602931,NA,Condalia buxifolia Reissek,Plantae
Cucumis sativus var. sativus,7344961,NA,Cucumis sativus var. sativus,Plantae
Cymophyllus fraserianus,2731121,2731126,Cymophyllus fraserianus (Ker Gawl.) Kartesz & Gandhi,Plantae
Didymoglossum godmanii,3607692,NA,Didymoglossum godmanii (Hook. ex Baker) Ebihara & Dubuisson,Plantae
Ephedra nevadensis,2653311,NA,Ephedra nevadensis S.Watson,Plantae
Glycyrrhiza kansuensis,2965731,NA,Glycyrrhiza Tourn. ex L.,Plantae
Justicia hilsenbeckii,3778600,NA,Justicia hilsenbeckii T.F.Daniel,Plantae
Lamprothamnus zanguebaricus,5335614,NA,Lamprothamnus zanguebaricus Hiern,Plantae
Monachosorum henryi,3747279,NA,Monachosorum henryi Christ,Plantae
Pseudarrhenatherum longifolium,4152411,4120862,Pseudarrhenatherum longifolium (Thore) Rouy,Plantae
Trichomanes bicorne,5532836,NA,Trichomanes bicorne Hook.,Plantae
Trichomanes godmanii,5532978,3607692,Trichomanes godmanii Hook. ex Baker,Plantae
Trichomanes scandens,5275197,NA,Trichomanes scandens L.,Plantae
Tripora divaricata,3888672,NA,Tripora divaricata (Maxim.) P.D.Cantino,Plantae
Vandenboschia collariata,3607243,NA,Vandenboschia collariata (Bosch) Ebihara & K.Iwats.,Plantae
Vandenboschia davallioides,3607223,NA,Vandenboschia davallioides (Gaudich.) Copel.,Plantae
Alpinia pricei,5302207,NA,Alpinia pricei Hayata,Plantae
Alpinia speciosa,4687,NA,Zingiberaceae,Plantae
Persicaria limbata,4034594,NA,Persicaria limbata (Meisn.) H.Hara,Plantae
Pityrogramma chrysophylla,2651798,NA,Pityrogramma chrysophylla (Sw.) Link,Plantae
Galega officinalis L.,2975667,NA,Galega officinalis L.,Plantae
Verbesina caracasana,4254398,NA,Verbesina caracasana B.L.Rob. & Greenm.,Plantae
Aristeguietia discolor,3110133,NA,Aristeguietia discolor (DC.) R.M.King & H.Rob.,Plantae
Aster heliopsis,5387491,10869839,Aster heliopsis Grierson,Plantae
Bruguiera rhynchopetala,7764720,NA,Bruguiera × rhynchopetala (W.C.Ko) N.C.Duke & X.J.Ge,Plantae
Calycera sympaganthera,7274538,11704663,Calycera sympaganthera (Ruiz & Pav.) Martic. & Quezada,Plantae
Capparis orientalis,5601705,NA,Capparis orientalis Duhamel,Plantae
Colubrina asiatica,5372467,NA,Colubrina asiatica (L.) Brongn.,Plantae
Curio repens,3149628,NA,Curio repens (L.) P.V.Heath,Plantae
Curio talinoides var. chordifolius,4242044,NA,Curio talinoides var. chordifolius (Hook.) P.V.Heath,Plantae
Eleutherococcus sieboldianus,3035473,NA,Eleutherococcus sieboldianus (Makino) Koidz.,Plantae
Erythroxylum engleri,3694461,NA,Erythroxylum engleri O.E.Schulz,Plantae
Ficus barteri,5571582,NA,Ficus barteri Sprague,Plantae
Micranthes tolmiei,5567572,NA,Micranthes tolmiei (Torr. & A.Gray) Brouillet & Gornall,Plantae
Oreocnide rubescens,4099400,NA,Oreocnide rubescens (Blume) Miq.,Plantae
Paesia anfractuosa,5532292,NA,Paesia anfractuosa (Christ) C.Chr.,Plantae
Piptostigma fasciculatum,3648339,NA,Piptostigma fasciculatum (De Wild.) Boutique ex R.E.Fr.,Plantae
Pulicaria mauritanica,8258605,NA,Pulicaria mauritanica Coss.,Plantae
Rhynchosia hirta,5350747,NA,Rhynchosia hirta (Andrews) Meikle & Verdc.,Plantae
Saruma henryi,3588934,NA,Saruma henryi Oliv.,Plantae
Senecio kleiniiformis,3107246,NA,Senecio × kleiniiformis Suess.,Plantae
Senna hirsuta var. hirsuta,11114024,NA,Senna hirsuta var. hirsuta,Plantae
Strychnos pseudoquina,7289399,NA,Strychnos pseudoquina A.St.-Hil.,Plantae
Stylosanthes erecta,2975724,NA,Stylosanthes erecta P.Beauv.,Plantae
Trillium undulatum,2742335,NA,Trillium undulatum Willd.,Plantae
Vatica oblongifolia,5669238,NA,Vatica oblongifolia Hook.fil.,Plantae
Vernonia fasciculata,5397564,NA,Vernonia fasciculata Michx.,Plantae
Flourensia oolepis,3094568,NA,Flourensia oolepis S.F.Blake,Plantae
Juniperus conferta,2684527,2684523,Juniperus conferta Parl.,Plantae
Rhizoclonium hieroglyphicum,2643585,NA,Rhizoclonium hieroglyphicum (C.Agardh) Kützing,Plantae
Aloe perryi,2777196,NA,Aloe perryi Baker,Plantae
Aloe rupestris,2777808,NA,Aloe rupestris Baker,Plantae
Bryonia melanocarpa,3625918,NA,Bryonia × melanocarpa Nabiev,Plantae
Bellendena montana,3996780,NA,Bellendena montana R.Br.,Plantae
Epimedium rugosum,3981956,3981899,Epimedium rugosum Nakai,Plantae
Goniothalamus donnaiensis,3154499,NA,Goniothalamus donnaiensis Finet & Gagnep.,Plantae
Mnium spp.,6,NA,Plantae,Plantae
Rhytidiadelphus triquetrus,2679710,8345757,Rhytidiadelphus triquetrus (Hedw.) Warnst.,Plantae
Scolopendrium vulgare,7310651,7310677,Scolopendrium vulgare Sm.,Plantae
Senecio provincialis,3107166,NA,Senecio provincialis (L.) Druce,Plantae
Yucca faxoniana,2775736,NA,Yucca faxoniana (Trel.) Sarg.,Plantae
Echinacea atrorubens,3150915,NA,Echinacea atrorubens (Nutt.) Nutt.,Plantae
Xanthium occidentale,3089178,NA,Xanthium occidentale Bertol.,Plantae
Abies mariesii,2685608,NA,Abies mariesii Mast.,Plantae
Centaurea persica,10936200,NA,Centaurea persica Boiss.,Plantae
Heliopsis spp.,3122216,NA,Heliopsis Pers.,Plantae
Picea spp.,7606064,NA,Picea A.Dietr.,Plantae
Pinus armandii var. mastersiana,5285210,NA,Pinus armandii var. mastersiana (Hayata) Hayata,Plantae
Quercus iberica,2880309,9601356,Quercus iberica Steven ex M.Bieb.,Plantae
Aeonium manriquiorum,4197828,7334148,Aeonium manriqueorum Bolle,Plantae
Cyperus spp.,2713455,NA,Cyperus L.,Plantae
Eucryphia moorei,8303905,NA,Eucryphia moorei F.Muell.,Plantae
Haplopappus taeda,3100400,NA,Haplopappus taeda Reiche,Plantae
Holocarpha,3091312,NA,Holocarpha Greene,Plantae
Holocarpha spp.,3091312,NA,Holocarpha Greene,Plantae
Lycopersicon penneli,2930399,2930397,Lycopersicon pennellii (Correll) D' Arcy,Plantae
Nolana rostrata,9119515,NA,Nolana rostrata (Lindl.) Miers ex Dunal,Plantae
Pelargonium fulgidum,9770413,NA,Pelargonium fulgidum (L.) L'Hér.,Plantae
Physalis nicandroides var. attenuata,5581228,6402729,Physalis nicandroides var. attenuata Waterf.,Plantae
Teucrium webbianum,3892431,NA,Teucrium webbianum Boiss.,Plantae
Eriobotrya deflexa,3024181,10855510,Eriobotrya deflexa (Hemsl.) Nakai,Plantae
Rhaphiolepis deflexa,10855510,NA,Rhaphiolepis deflexa (Hemsl.) B.B.Liu & J.Wen,Plantae
Acacia howittii,2979398,NA,Acacia howittii F.Muell.,Plantae
Fragaria ananassa,3029912,NA,Fragaria × ananassa (Weston) Rozier,Plantae
Fumana thymifolia,7365597,NA,Fumana thymifolia (L.) Spach ex Webb,Plantae
Prunus armeniaca L. (K113-40),7818643,NA,Prunus armeniaca L.,Plantae
Geranium rotundifolium,2891031,NA,Geranium rotundifolium L.,Plantae
Geranium yemense,2890978,NA,Geranium yemense Deflers,Plantae
Hackelia velutina,2925919,NA,Hackelia velutina (Piper) I.M.Johnst.,Plantae
Senecio triangularis Hook,3108906,NA,Senecio triangularis Hook.,Plantae
Cedrela toona,11012978,NA,"Cedrela toona Roxb. ex Roth, 1821",Plantae
Clematis delavayi,7276836,NA,Clematis delavayi Franch.,Plantae
Toona hexandra,7271517,3190472,Toona hexandra M.Roem.,Plantae
Amorpha nana,7656548,NA,Amorpha nana Nutt.,Plantae
Andrographis lineata,3769482,NA,Andrographis lineata Nees,Plantae
Artocarpus gomezianus,3764819,NA,Artocarpus gomezianus Wall. ex Trécul,Plantae
Artocarpus lakoocha,3764636,7873234,Artocarpus lakoocha Roxb.,Plantae
Bauhinia Racemosa,12377828,NA,Bauhinia,Plantae
Cassia dentata,5351688,9226104,Cassia dentata Vogel,Plantae
Causonis japonica,4055350,NA,Causonis japonica (Thunb. ex Murray) Raf.,Plantae
Chamaecrista dentata,9226104,NA,Chamaecrista dentata (Vogel) H.S.Irwin & Barneby,Plantae
Cissus antarctica,7130688,NA,Cissus antarctica Vent.,Plantae
Corydalis humosa,5531324,NA,Corydalis humosa Migo,Plantae
Corymbia haematoxylon,5418469,NA,Corymbia haematoxylon (Maiden) K.D.Hill & L.A.S.Johnson,Plantae
Corymbia papuana,5418495,NA,Corymbia papuana (F.Muell.) K.D.Hill & L.A.S.Johnson,Plantae
Cudrania javanensis,7262770,7262552,Cudrania javanensis Trécul,Plantae
Eucalyptus abergiana,3180676,5418475,Eucalyptus abergiana F.Muell.,Plantae
Eucalyptus campospe,3176937,NA,Eucalyptus campaspe S.Moore,Plantae
Eucalyptus crebra,3176920,NA,Eucalyptus crebra F.Muell.,Plantae
Eucalyptus dichromophloia,3180629,5418451,Eucalyptus dichromophloia F.Muell.,Plantae
Eucalyptus eremophila,3177158,NA,Eucalyptus eremophila (Diels) Maiden,Plantae
Eucalyptus erythrophloia,3180659,5418467,Eucalyptus erythrophloia Blakely,Plantae
Eucalyptus ficifolia,6437307,5418434,Eucalyptus ficifolia F.Muell.,Plantae
Eucalyptus gardneri,3176687,NA,Eucalyptus gardneri Maiden,Plantae
Eucalyptus griffithsii,3176538,NA,Eucalyptus griffithsii Maiden,Plantae
Eucalyptus gummifera,6437284,5418493,Eucalyptus gummifera (Gaertn.) Hochr.,Plantae
Eucalyptus intermedia,3180546,5418413,Eucalyptus intermedia F.Muell. ex R.T.Baker,Plantae
Eucalyptus melonophlo,7493935,NA,Eucalyptus L'Hér.,Plantae
Eucalyptus nowraensis,3716168,NA,Eucalyptus × nowraensis Maiden,Plantae
Eucalyptus nutans,3176407,NA,Eucalyptus nutans F.Muell.,Plantae
Eucalyptus polycarpa,6437143,5418395,Eucalyptus polycarpa F.Muell.,Plantae
Eucalyptus pruinosa,3176679,NA,Eucalyptus pruinosa Schauer,Plantae
Eucalyptus sargenti,3177249,NA,Eucalyptus sargentii Maiden,Plantae
Eucalyptus stricklandii,3176475,NA,Eucalyptus stricklandii Maiden,Plantae
Eucalyptus trachyphloia,7330519,5418455,Eucalyptus trachyphloia F.Muell.,Plantae
Eucalyptus woodwardii,3176456,NA,Eucalyptus woodwardii Maiden,Plantae
Festuca versuta,2704974,NA,Festuca versuta Beal,Plantae
Gentiana flavo-maculata,7270626,NA,Gentiana flavomaculata Hayata,Plantae
Gentum parvifolium,2653207,NA,Gnetum parvifolium (Warb.) W.C.Cheng,Plantae
Glochidion wrightii,3080738,NA,Glochidion wrightii Benth.,Plantae
Gnetum macrostachyum,2653196,NA,Gnetum macrostachyum Hook.f.,Plantae
Gnetum pendulum C.Y.,2653116,NA,Gnetum pendulum C.Y.Cheng,Plantae
Holodiscus discolor,2987780,NA,Holodiscus discolor (Pursh) Maxim.,Plantae
Hordeum bogdanii,4932614,NA,Hordeum bogdanii Wilensky,Plantae
Hordeum brachyantherum,2706066,NA,Hordeum brachyantherum Nevski,Plantae
Hordeum brevisubulatum,4149617,NA,Hordeum brevisubulatum (Trin.) Link,Plantae
Lolium persicum,2706225,NA,Lolium persicum Boiss. & Hohen.,Plantae
Lolium rigidum,2706218,NA,Lolium rigidum Gaudin,Plantae
Lolium spp.,2706217,NA,Lolium L.,Plantae
Lolium temulentum,2706242,NA,Lolium temulentum L.,Plantae
Lycopersicon,2932923,2928997,Lycopersicon Mill.,Plantae
Moullava spicata,2941155,NA,Moullava spicata (Dalzell) Nicolson,Plantae
Nothofagus,2874877,NA,Nothofagus Blume,Plantae
Picea bicolor,8236097,NA,Picea bicolor hort. ex Beissn.,Plantae
Picea excelsa,3925,NA,Pinaceae,Plantae
Picea glehnll,5284792,NA,Picea glehnii (F.Schmidt) Mast.,Plantae
Picea koyamae,5284870,NA,Picea koyamae Shiras.,Plantae
Picea ojanensis,7606064,NA,Picea A.Dietr.,Plantae
Pleuropterus cilinervis,5652778,7360278,Pleuropterus ciliinervis Nakai,Plantae
Poa alsodes,2704219,NA,Poa alsodes A.Gray,Plantae
Pterolobium hexapetallum,5357454,NA,Pterolobium hexapetalum (Roth) Santapau & Wagh,Plantae
Rhoicissus rhomboidea,4053629,NA,Rhoicissus rhomboidea (E.Mey. ex Harv.) Planch.,Plantae
Rumex hastatus,7739918,NA,Rumex hastatus D.Don,Plantae
Schizocarphus nervosus,2771381,NA,Schizocarphus nervosus (Burch.) van der Merwe,Plantae
Scilla nervosa,2771386,2771381,Scilla nervosa (Burch.) J.P.Jessop,Plantae
Scirpus fluviatilis,2718286,7953794,Scirpus fluviatilis (Torr.) A.Gray,Plantae
Smilax aspera,5295044,NA,Smilax aspera L.,Plantae
Smilax aspera subsp.mauritanica (POIR.) ARCANG.,7730694,5295044,Smilax aspera subsp. mauritanica (Poir.) Arcang.,Plantae
Smilax excelsa,5295073,NA,Smilax excelsa L.,Plantae
Stipa robusta,3073,NA,Poaceae,Plantae
Stuhlmannia moavi,5351066,NA,Stuhlmannia moavi Taub.,Plantae
Thalictrum glaucum,3033112,NA,Thalictrum L.,Plantae
Tilia,3152041,NA,Tilia L.,Plantae
Toxylon pomifera,2984581,2984580,Toxylon pomiferum Raf.,Plantae
Vaccinium arboreum,2882828,NA,Vaccinium arboreum Marshall,Plantae
Veratrum album,2742119,NA,Veratrum album L.,Plantae
Veratrum grandiflo,8652850,NA,Veratrum grandiflorum (Maxim. ex Miq.) O.Loes.,Plantae
Veratrum nigrum l. var. ussuriense nakai,2742097,2742096,Veratrum nigrum var. ussuriense O.Loes.,Plantae
Veratrum nigrum var.ussuriense,2742097,2742096,Veratrum nigrum var. ussuriense O.Loes.,Plantae
Veratrum sp.,2742049,NA,Veratrum L.,Plantae
Vitis chunganensis,5658551,NA,Vitis chunganensis Hu,Plantae
Vitis cognetiae,7467468,NA,Vitis L.,Plantae
Vitis davidii,8535344,NA,Vitis davidi (Rom.Caill.) Föex,Plantae
Vitis rupestris,5372398,NA,Vitis rupestris Scheele,Plantae
Yucca periculosa,2775556,NA,Yucca periculosa Baker,Plantae
Yucca periculosa F.Baker,2775556,NA,Yucca periculosa Baker,Plantae
Yucca schidigera,2775710,NA,Yucca schidigera Roezl ex Ortgies,Plantae
calligonum leucocladum,6391706,NA,Calligonum leucocladum (Schrenk) Bunge,Plantae
stuhlmannia moavi,5351066,NA,Stuhlmannia moavi Taub.,Plantae
Artemisia dolosa,3121150,NA,Artemisia dolosa Krasch.,Plantae
Ricinocarpos stylosus,3072249,NA,Ricinocarpos stylosus Diels,Plantae
Boronia,3190408,NA,Boronia Sm.,Plantae
Bulbophyllum retusiusculum,2843150,NA,Bulbophyllum retusiusculum Rchb.f.,Plantae
Fagraea berteroana,6388630,NA,Fagraea berteroana A.Gray ex Benth.,Plantae
Eriostemon banksii,5594052,NA,Eriostemon banksii A.Cunn. ex Endl.,Plantae
Agrostophyllum callosum,2802835,NA,Agrostophyllum callosum Rchb.f.,Plantae
Althaea nudiflora,3933328,5930754,Althaea nudiflora Lindl.,Plantae
Althaea rosea,7786241,NA,"Althaea rosea Hohen. ex Boiss., 1856",Plantae
Cheirolophus arbutifolius,3097103,NA,Cheirolophus arbutifolius (Svent.) G.Kunkel,Plantae
Conyza candensis,5404801,3146791,Conyza canadensis (L.) Cronquist,Plantae
Piper hymenophyllum,7667840,NA,Piper hymenophyllum Miq.,Plantae
Stenoloma chusanum,3606499,8586632,Stenoloma chusanum (L.) Ching,Plantae
Aconitum chiisanense,3926437,NA,Aconitum chiisanense Nakai,Plantae
Agathosma,3190120,NA,Agathosma Willd.,Plantae
Agathosma barosmaefolia,3834843,3834764,Agathosma barosmifolia Eckl. & Zeyh.,Plantae
Agathosma peglerae,3833312,NA,Agathosma peglerae Dümmer,Plantae
Angostura longiflora,3836724,NA,Angostura longiflora (K.Krause) Kallunki,Plantae
Araliopsis tabouensis,5594136,3834000,Araliopsis tabouensis Aubrév. & Pellegr.,Plantae
Artocarpus odoratissimus,2984571,NA,Artocarpus odoratissimus Blanco,Plantae
Boninia glabra,7268996,3831719,Boninia glabra Planch.,Plantae
Cinnamomum massoia,4182298,4183427,Cinnamomum massoia Schewe,Plantae
Dictamnus angustifolia,5593117,5421338,Dictamnus angustifolius G.Don ex Sweet,Plantae
Fagara manschurica,7268874,7269177,Fagara mantchurica (Benn.) Honda,Plantae
Fagara rhetza (Roxb.) DC,3232939,3190076,Fagara Duhamel,Plantae
Glycosmis spp.,3190425,NA,Glycosmis Corrêa,Plantae
Haplophyllum dubium Eug.Kor.,7376854,NA,Haplophyllum dubium Korovin,Plantae
Haplophyllum obtusifolium Ldb.,5834558,NA,Haplophyllum obtusifolium (Ledeb. ex Eichw.) Ledeb.,Plantae
Haplophyllum popovii Eug.Kor.,7726207,NA,Haplophyllum popovii Korovin,Plantae
Hesperocyparis goveniana var. abramsiana,8024785,2684013,Hesperocyparis goveniana var. abramsiana (C.B.Wolf) de Laub.,Plantae
Hortia regia,5594646,NA,Hortia regia Sandwith,Plantae
Iochroma coccineum,4937379,7300028,Iochroma coccineum Scheidw.,Plantae
Lagochilus hirsutissimus,5608349,NA,Lagochilus hirsutissimus Vved.,Plantae
Macroclinidium robustum,3130278,3130277,Macroclinidium robustum Maxim.,Plantae
Melicope quadrilocularis,3831719,NA,Melicope quadrilocularis (Hook. & Arn.) T.G.Hartley,Plantae
Melicope xanthoxyloides,3838227,NA,Melicope xanthoxyloides (F.Muell.) T.G.Hartley,Plantae
Phebalium,7268937,NA,Phebalium Vent.,Plantae
Philotheca thryptomenoides,3838029,NA,Philotheca thryptomenoides (S.Moore) Paul G.Wilson,Plantae
Skimmia japonica Thunb.,7740617,NA,Skimmia japonica Thunb.,Plantae
Skimmia sp.,7269586,NA,Skimmia Thunb.,Plantae
Solenostemon sylvaticus,7351135,5928955,Solenostemon silvaticus (Gürke) Agnew,Plantae
Tecoma peroba,4091140,4093483,Tecoma peroba Record,Plantae
Tetradium ruticarpum,5594365,NA,Tetradium ruticarpum (A.Juss.) T.G.Hartley,Plantae
Tylophora asthmatica,6675454,10787822,Tylophora asthmatica (L.fil.) Wight & Arn.,Plantae
Vepris bilocularis,3834708,NA,Vepris bilocularis (Wight & Arn.) Engl.,Plantae
Vepris simplicifolia,3834051,NA,Vepris simplicifolia (I.Verd.) Mziray,Plantae
Vepris tabouensis,3834000,NA,Vepris tabouensis (Aubrév. & Pellegr.) Mziray,Plantae
Vernonia cinerascens,5397494,3124901,Vernonia cinerascens Sch.Bip.,Plantae
Vinca erecta Rgl.et Schmalh.,3616629,NA,Vinca erecta Regel & Schmalh.,Plantae
Vinca herbacea Waldst.et Kit.,3169710,NA,Vinca herbacea Waldst. & Kit.,Plantae
Zanthoxylum delagoense,3831806,NA,Zanthoxylum delagoense P.G.Waterman,Plantae
Zanthoxylum tragodes,3833580,NA,Zanthoxylum tragodes (L.) DC.,Plantae
Zanthoxylum viride,3833197,NA,Zanthoxylum viride (A.Chev.) P.G.Waterman,Plantae
Alcantara ekmaniana,3100288,8187438,Alcantara ekmaniana (Philipson) H.Rob.,Plantae
