original_name,gbif_id,gbif_accepted_id,gbif_accepted_name,kingdom,genus,species,gbif_key
Podocarpus amarus,5286249,2687875.0,Podocarpus amarus Blume,Plantae,Podocarpus,amarus,2687875
Podocarpus salignus,5285968,,Podocarpus salignus D.Don,Plantae,Podocarpus,salignus,5285968
Pogonatum inflexum,2682988,,Pogonatum inflexum (Lindb.) Sande Lac.,Plantae,Pogonatum,inflexum,2682988
Pouteria sapota,2884162,,Pouteria sapota (Jacq.) H.E.Moore & Stearn,Plantae,Pouteria,sapota,2884162
Premna microphylla,3896998,,Premna microphylla Turcz.,Plantae,Premna,microphylla,3896998
Primula alpicola,5641124,,Primula alpicola (W.W.Sm.) Stapf,Plantae,Primula,alpicola,5641124
Primula florindae,5640518,,Primula florindae Kingdon-Ward,Plantae,Primula,florindae,5640518
Primula pulverulenta,5641003,,Primula pulverulenta Duthie,Plantae,Primula,pulverulenta,5641003
Primula sikkimensis,7290470,,Primula sikkimensis Hook.,Plantae,Primula,sikkimensis,7290470
Prosopis ruscifolia,5358491,,Prosopis ruscifolia Griseb.,Plantae,Prosopis,ruscifolia,5358491
Psidium cattleianum,5420641,,Psidium cattleianum Afzel. ex Sabine,Plantae,Psidium,cattleianum,5420641
Psychotria bahiensis,2923066,,Psychotria bahiensis DC.,Plantae,Psychotria,bahiensis,2923066
Pteryxia terebinthina,3034667,,Pteryxia terebinthina (Hook.) J.M.Coult. & Rose,Plantae,Pteryxia,terebinthina,3034667
Ptilota pectinata,2656693,,"Ptilota C.Agardh, 1817",Plantae,Ptilota,pectinata,2656693
Pyrrhobryum spiniforme,2676461,,Pyrrhobryum spiniforme (Hedw.) Mitt.,Plantae,Pyrrhobryum,spiniforme,2676461
Ranunculus glacialis,3033461,,Ranunculus glacialis L.,Plantae,Ranunculus,glacialis,3033461
Raputia praetermissa,3834202,,Raputia praetermissa Pirani & Kallunki,Plantae,Raputia,praetermissa,3834202
Rhizomnium tuomikoskii,8406871,,Rhizomnium tuomikoskii T.J.Kop.,Plantae,Rhizomnium,tuomikoskii,8406871
Rhizophora tagal,3874013,3086518.0,Rhizophora tagal Perr.,Plantae,Rhizophora,tagal,3086518
Rhytidiadelphus squarrosus,2679707,,Rhytidiadelphus squarrosus (Hedw.) Warnst.,Plantae,Rhytidiadelphus,squarrosus,2679707
Ribes alpinum,2986184,,Ribes alpinum L.,Plantae,Ribes,alpinum,2986184
Ribes cereum var. cereum,7219280,,Ribes cereum var. cereum,Plantae,Ribes,cereum,7219280
Ribes montigenum,10137876,,Ribes montigenum Mc Clatchie,Plantae,Ribes,montigenum,10137876
Ribes nigrum,2986192,,Ribes nigrum L.,Plantae,Ribes,nigrum,2986192
Ribes orientale,2986141,,Ribes orientale Desf.,Plantae,Ribes,orientale,2986141
Ribes uva-crispa,2986185,,Ribes uva-crispa L.,Plantae,Ribes,uva-crispa,2986185
Rosa canina,3002461,,Rosa canina L.,Plantae,Rosa,canina,3002461
Rosa platyacantha,3002728,,Rosa platyacantha Schrenk,Plantae,Rosa,platyacantha,3002728
Rubia oncotricha,2892283,,Rubia oncotricha Hand.-Mazz.,Plantae,Rubia,oncotricha,2892283
Rubus laciniatus,2992543,,Rubus laciniatus Willd.,Plantae,Rubus,laciniatus,2992543
Rumex acetosa,2888951,,Rumex acetosa L.,Plantae,Rumex,acetosa,2888951
Sabadilla officinalis,2742019,2742010.0,Sabadilla officinalis (Schltdl. & Cham.) Standl.,Plantae,Sabadilla,officinalis,2742010
Salix herbacea,5373083,,Salix herbacea L.,Plantae,Salix,herbacea,5373083
Salix reticulata,5372693,,Salix reticulata L.,Plantae,Salix,reticulata,5372693
Salix retusa,8119241,,Salix retusa L.,Plantae,Salix,retusa,8119241
Salmea scandens,3134233,,Salmea scandens (L.) DC.,Plantae,Salmea,scandens,3134233
Santalum acuminatum,3789456,,Santalum acuminatum (R.Br.) A.DC.,Plantae,Santalum,acuminatum,3789456
Saussurea depressa,5404636,,Saussurea depressa Gren.,Plantae,Saussurea,depressa,5404636
Schistostephium rotundifolium,3114935,,Schistostephium rotundifolium (DC.) Fenzl ex Harv. & Sond.,Plantae,Schistostephium,rotundifolium,3114935
Schlotheimia grevilleana,5281108,5281128.0,Schlotheimia grevilleana Mitt.,Plantae,Schlotheimia,grevilleana,5281128
Scopelophila cataractae,5280346,,Scopelophila cataractae (Mitt.) Broth.,Plantae,Scopelophila,cataractae,5280346
Scrophularia canina,3170873,,Scrophularia canina L.,Plantae,Scrophularia,canina,3170873
Scrophularia grayana,7332903,7642564.0,Scrophularia grayana Maxim. ex Kom.,Plantae,Scrophularia,grayana,7642564
Scrophularia kakudensis,7332876,,Scrophularia kakudensis Franch.,Plantae,Scrophularia,kakudensis,7332876
Scrophularia lanceolata,3170878,,Scrophularia lanceolata Pursh,Plantae,Scrophularia,lanceolata,3170878
Scrophularia marilandica,3170885,,Scrophularia marilandica L.,Plantae,Scrophularia,marilandica,3170885
Scrophularia rubricaulis,3736110,,Scrophularia rubricaulis Boiss.,Plantae,Scrophularia,rubricaulis,3736110
Scurrula atropurpurea,4001841,,Scurrula atropurpurea (Blume) Danser,Plantae,Scurrula,atropurpurea,4001841
Senecio isatideus,3108851,,Senecio isatideus DC.,Plantae,Senecio,isatideus,3108851
Senecio subrubriflorus,3107918,,Senecio subrubriflorus O.Hoffm.,Plantae,Senecio,subrubriflorus,3107918
Senegalia mellifera,6710006,,Senegalia mellifera (Vahl) Seigler & Ebinger,Plantae,Senegalia,mellifera,6710006
Serenoa repens,2735055,,Serenoa repens (W.Bartram) Small,Plantae,Serenoa,repens,2735055
Serpocaulon loriceum,4023939,,Serpocaulon loriceum (L.) A.R.Sm.,Plantae,Serpocaulon,loriceum,4023939
Serpocaulon triseriale,4023792,,Serpocaulon triseriale (Sw.) A.R.Sm.,Plantae,Serpocaulon,triseriale,4023792
Sesamum orientale,8344965,,"Sesamum orientale Sieber ex C.Presl, 1828",Plantae,Sesamum,orientale,8344965
Siparuna pauciflora,3782356,,Siparuna pauciflora (Beurl.) A.DC.,Plantae,Siparuna,pauciflora,3782356
Solanum aethiopicum,2929847,,Solanum aethiopicum L.,Plantae,Solanum,aethiopicum,2929847
Solanum melongena,2930617,,Solanum melongena L.,Plantae,Solanum,melongena,2930617
Solanum virginianum,2929920,,Solanum virginianum L.,Plantae,Solanum,virginianum,2929920
Sonneratia alba,5406998,,Sonneratia alba Sm.,Plantae,Sonneratia,alba,5406998
Sphagnum palustre,2669006,,Sphagnum palustre L.,Plantae,Sphagnum,palustre,2669006
Spinacia oleracea,3083647,,Spinacia oleracea L.,Plantae,Spinacia,oleracea,3083647
Spirodela polyrrhiza,4097481,,Spirodela polyrhiza (L.) Schleid.,Plantae,Spirodela,polyrrhiza,4097481
Stevia amambayensis,3125544,,Stevia amambayensis B.L.Rob.,Plantae,Stevia,amambayensis,3125544
Stilpnopappus tomentosus,3098450,,Stilpnopappus tomentosus Mart. ex DC.,Plantae,Stilpnopappus,tomentosus,3098450
Strychnos amazonica,5645104,,Strychnos amazonica Krukoff,Plantae,Strychnos,amazonica,5645104
Stuckenia pectinata,7871428,,Stuckenia pectinata (L.) Börner,Plantae,Stuckenia,pectinata,7871428
Syzygium aromaticum,3183002,,Syzygium aromaticum (L.) Merr. & L.M.Perry,Plantae,Syzygium,aromaticum,3183002
Thalictrum revolutum,3033127,,Thalictrum revolutum DC.,Plantae,Thalictrum,revolutum,3033127
Thamnobryum plicatulum,2678688,,Thamnobryum plicatulum (Sande Lac.) Z.Iwats.,Plantae,Thamnobryum,plicatulum,2678688
Thlaspi arvense,3052680,,Thlaspi arvense L.,Plantae,Thlaspi,arvense,3052680
Thuidium glaucinum,5838234,2679438.0,Thuidium glaucinum (Mitt.) Bosch & Sande Lac.,Plantae,Thuidium,glaucinum,2679438
Thuidium recognitum,2679482,,Thuidium recognitum (Hedw.) Lindb.,Plantae,Thuidium,recognitum,2679482
Thuidium tamariscinum,2679436,,Thuidium tamariscinum (Hedw.) Schimp.,Plantae,Thuidium,tamariscinum,2679436
Treculia africana,7895921,,Treculia africana Decne. ex Trécul,Plantae,Treculia,africana,7895921
Trichodesma zeylanicum,7294697,,Trichodesma zeylanicum (Burm.fil.) R.Br.,Plantae,Trichodesma,zeylanicum,7294697
Trichosanthes rosthornii,7317615,,Trichosanthes rosthornii Harms,Plantae,Trichosanthes,rosthornii,7317615
Trifolium alexandrinum,5358907,,Trifolium alexandrinum L.,Plantae,Trifolium,alexandrinum,5358907
Trigonella foenum-graecum,5360475,,Trigonella foenum-graecum L.,Plantae,Trigonella,foenum-graecum,5360475
Triticum spelta,2706402,2706403.0,Triticum spelta L.,Plantae,Triticum,spelta,2706403
Triticum turanicum,2706398,4932508.0,Triticum turanicum Jakubz.,Plantae,Triticum,turanicum,4932508
Typha domingensis,5289534,,Typha domingensis Pers.,Plantae,Typha,domingensis,5289534
Ulota crispa,2671967,,Ulota crispa (Hedw.) Brid.,Plantae,Ulota,crispa,2671967
Ulva fasciata,9408069,,"Ulva Linnaeus, 1753",Plantae,Ulva,fasciata,9408069
Ulva linza,5273454,,Ulva linza L.,Plantae,Ulva,linza,5273454
Ulva prolifera,5273366,,Ulva prolifera O.F.Mull.,Plantae,Ulva,prolifera,5273366
Uncaria africana,5338288,,Uncaria africana G.Don,Plantae,Uncaria,africana,5338288
Uncaria sterrophylla,5338119,,Uncaria sterrophylla Merr. & L.M.Perry,Plantae,Uncaria,sterrophylla,5338119
Uvaria lucida,3154227,,Uvaria lucida Benth.,Plantae,Uvaria,lucida,3154227
Veltheimia viridifolia,2767970,8179261.0,Veltheimia viridifolia Jacq.,Plantae,Veltheimia,viridifolia,8179261
Ventilago calyculata,7273619,7273609.0,Ventilago calyculata Tul.,Plantae,Ventilago,calyculata,7273609
Vepris pilosa,8322934,,Vepris pilosa (Baker) I.Verd.,Plantae,Vepris,pilosa,8322934
Veratrum stenophyllum,2742155,2742091.0,Veratrum stenophyllum Diels,Plantae,Veratrum,stenophyllum,2742091
Vesicularia ferriei,5283635,,Vesicularia ferriei (Cardot & Thér.) Broth.,Plantae,Vesicularia,ferriei,5283635
Viburnum chingii,7272669,,Viburnum chingii P.S.Hsu,Plantae,Viburnum,chingii,7272669
Vicia amoena,8170633,,Vicia amoena Fisch. ex Ser.,Plantae,Vicia,amoena,8170633
Vicia faba,2974832,,Vicia faba L.,Plantae,Vicia,faba,2974832
Vigna aconitifolia,2982794,,Vigna aconitifolia (Jacq.) Maréchal,Plantae,Vigna,aconitifolia,2982794
Vigna radiata,2982380,,Vigna radiata (L.) R.Wilczek,Plantae,Vigna,radiata,2982380
Vigna unguiculata,2982583,,Vigna unguiculata (L.) Walp.,Plantae,Vigna,unguiculata,2982583
Viguiera pinnatilobata,5389886,9403293.0,Viguiera pinnatilobata (Sch.Bip.) S.F.Blake,Plantae,Viguiera,pinnatilobata,9403293
Vladimiria muliensis,4233489,4232432.0,Vladimiria muliensis (Hand.-Mazz.) Y.Ling,Plantae,Vladimiria,muliensis,4232432
Wedelia acapulcensis var. hispida,5699523,,Wedelia acapulcensis var. hispida (Kunth) Strother,Plantae,Wedelia,acapulcensis,5699523
Wedelia calycina,7987889,,Wedelia calycina Spreng.,Plantae,Wedelia,calycina,7987889
Wijkia concavifolia,2681172,,Wijkia concavifolia (Cardot) H.A.Crum,Plantae,Wijkia,concavifolia,2681172
Xylopia aethiopica,3157151,,Xylopia aethiopica (Dunal) A.Rich.,Plantae,Xylopia,aethiopica,3157151
Zaleya pentandra,7329156,,Zaleya pentandra (L.) C.Jeffrey,Plantae,Zaleya,pentandra,7329156
Zanthoxylum chiriquinum,3832344,3836596.0,Zanthoxylum chiriquinum Standl.,Plantae,Zanthoxylum,chiriquinum,3836596
Zebrina pendula,5303583,7227457.0,Zebrina pendula Schnizl.,Plantae,Zebrina,pendula,7227457
Ziziphora pedicellata,3899083,,Ziziphora pedicellata Pazij & Vved.,Plantae,Ziziphora,pedicellata,3899083
Ziziphus nummularia,3039427,,Ziziphus nummularia (Burm.fil.) Wight & Arn.,Plantae,Ziziphus,nummularia,3039427
Ziziphus spina-christi,8228089,,Ziziphus spina-christi (L.) Desf.,Plantae,Ziziphus,spina-christi,8228089
Frangula alnus Mill.,3039454,,Frangula alnus Mill.,Plantae,Frangula,alnus,3039454
Rhamnus alpina L.,7273705,3877063.0,Rhamnus alpina L.,Plantae,Rhamnus,alpina,3877063
Rhamnus cathartica L.,3039491,,Rhamnus cathartica L.,Plantae,Rhamnus,cathartica,3039491
Rhamnus prinoides,3875856,,Rhamnus prinoides L'Hér.,Plantae,Rhamnus,prinoides,3875856
Rhamnus pumila Turra,3875704,9545979.0,Rhamnus pumila Turra,Plantae,Rhamnus,pumila,9545979
Rhamnus saxarilis Jacq.,6371028,,Rhamnus saxatilis Jacq.,Plantae,Rhamnus,saxarilis,6371028
Rhamnus sp.,3039471,,Rhamnus L.,Plantae,Rhamnus,sp.,3039471
Rumex sp.,2888942,,Rumex L.,Plantae,Rumex,sp.,2888942
Sageretia thea,3039516,,Sageretia thea (Osbeck) M.C.Johnst.,Plantae,Sageretia,thea,3039516
Launaea capitata,3144728,,Launaea capitata (Spreng.) Dandy,Plantae,Launaea,capitata,3144728
Quercus coccifera,2879175,,Quercus coccifera L.,Plantae,Quercus,coccifera,2879175
Quercus suber,2879411,,Quercus suber L.,Plantae,Quercus,suber,2879411
Commiphora kua,7286744,,Commiphora kua (R.Br. ex Royle) Vollesen,Plantae,Commiphora,kua,7286744
Achillea ageratum,3120391,,Achillea ageratum L.,Plantae,Achillea,ageratum,3120391
Achyrospermum africanum,3895779,,Achyrospermum africanum Hook.f. ex Baker,Plantae,Achyrospermum,africanum,3895779
Aconitum subcuneatum,3920632,3924261.0,Aconitum subcuneatum Nakai,Plantae,Aconitum,subcuneatum,3924261
Actinodaphne acuminata,4178324,,Actinodaphne acuminata (Blume) Meisn.,Plantae,Actinodaphne,acuminata,4178324
Andropogon laniger,2705264,,Cymbopogon Spreng.,Plantae,Andropogon,laniger,2705264
Annona reticulata,5407123,,Annona reticulata L.,Plantae,Annona,reticulata,5407123
Anthotroche blackii,3803108,3803085.0,Anthotroche blackii F.Muell.,Plantae,Anthotroche,blackii,3803085
Aristolochia birostris,3588625,,Aristolochia birostris Duch.,Plantae,Aristolochia,birostris,3588625
Aristolochia cymbifera,7313609,,Aristolochia cymbifera Mart. & Zucc.,Plantae,Aristolochia,cymbifera,7313609
Aristolochia debilis,3588727,,Aristolochia debilis Siebold & Zucc.,Plantae,Aristolochia,debilis,3588727
Aristolochia didyma,3588619,,Aristolochia didyma S.Moore,Plantae,Aristolochia,didyma,3588619
Aristolochia gigantea,3589283,,Aristolochia gigantea Mart. & Zucc.,Plantae,Aristolochia,gigantea,3589283
Aristolochia macroura,7313636,,Aristolochia macroura Gomes,Plantae,Aristolochia,macroura,7313636
Aristolochia triangularis,7313743,,Aristolochia triangularis Cham.,Plantae,Aristolochia,triangularis,7313743
Aristolochia trilobata,8358388,,Aristolochia trilobata L.,Plantae,Aristolochia,trilobata,8358388
Artabotrys lastoursvillensis,3154893,,Artabotrys lastoursvillensis Pellegr.,Plantae,Artabotrys,lastoursvillensis,3154893
Artemisia vulgaris,3120946,,Artemisia vulgaris L.,Plantae,Artemisia,vulgaris,3120946
Austromyrtus dulcis,3177374,,Austromyrtus dulcis (C.T.White) L.S.Sm.,Plantae,Austromyrtus,dulcis,3177374
Baccharis sarothroides,3129915,,Baccharis sarothroides A.Gray,Plantae,Baccharis,sarothroides,3129915
Bazzania spiralis,7590930,,"Bazzania spiralis (Reinw., Blume & Nees) Meijer",Plantae,Bazzania,spiralis,7590930
Boswellia papyrifera,5421356,,Boswellia papyrifera (Delile) Hochst.,Plantae,Boswellia,papyrifera,5421356
Bupleurum falcatum,6027105,,Bupleurum falcatum L.,Plantae,Bupleurum,falcatum,6027105
Bupleurum gibraltaricum,3638706,,Bupleurum gibraltaricum Lam.,Plantae,Bupleurum,gibraltaricum,3638706
Calypogeia granulata,8268817,,Calypogeia granulata Inoue,Plantae,Calypogeia,granulata,8268817
Calypogeia muelleriana,2689329,,Calypogeia muelleriana (Schiffn.) Müll.Frib.,Plantae,Calypogeia,muelleriana,2689329
Capparis flavicans,7483483,,Capparis flavicans Kurz,Plantae,Capparis,flavicans,7483483
Castanea dentata,5333230,,Castanea dentata (Marshall) Borkh.,Plantae,Castanea,dentata,5333230
Commiphora sphaerocarpa,3993213,,Commiphora sphaerocarpa Chiov.,Plantae,Commiphora,sphaerocarpa,3993213
Cota saguramica,5831366,,Cota saguramica (Sosn.) Lo Presti & Oberpr.,Plantae,Cota,saguramica,5831366
Cryptocarya angulata,4178598,,Cryptocarya angulata C.T.White,Plantae,Cryptocarya,angulata,4178598
Curcuma harmandii,2757599,,Curcuma harmandii Gagnep.,Plantae,Curcuma,harmandii,2757599
Curcuma mangga,2757639,,Curcuma mangga Valeton & Zijp,Plantae,Curcuma,mangga,2757639
Curcuma trichosantha,2757657,,Curcuma trichosantha Gagnep.,Plantae,Curcuma,trichosantha,2757657
Curcuma xanthorrhiza,3990387,,Curcuma xanthorrhiza D.Dietr.,Plantae,Curcuma,xanthorrhiza,3990387
Cyathocline purpurea,3142265,,Cyathocline purpurea (Buch.-Ham. ex D.Don) Kuntze,Plantae,Cyathocline,purpurea,3142265
Cymbopogon nervatus,4138622,,Cymbopogon nervatus (Hochst.) Chiov.,Plantae,Cymbopogon,nervatus,4138622
Cyperus conglomeratus,2714301,,Cyperus conglomeratus Rottb.,Plantae,Cyperus,conglomeratus,2714301
Cyperus erectus,2718633,,Cyperus erectus (Schumach.) Mattf. & Kük.,Plantae,Cyperus,erectus,2718633
Cyperus rotundus,2714818,,Cyperus rotundus L.,Plantae,Cyperus,rotundus,2714818
Daniellia oliveri,2948733,,Daniellia oliveri (Rolfe) Hutch. & Dalziel,Plantae,Daniellia,oliveri,2948733
Daphne composita,5523654,,Daphne composita (L.fil.) Gilg,Plantae,Daphne,composita,5523654
Doona spp.,7299053,,Doona Thwaites,Plantae,Doona,spp.,7299053
Elaphoglossum lindbergii,7288668,7675057.0,Elaphoglossum lindbergii (Mett.) Rosenst.,Plantae,Elaphoglossum,lindbergii,7675057
Entandrophragma cylindricum,3850935,,Entandrophragma cylindricum (Sprague) Sprague,Plantae,Entandrophragma,cylindricum,3850935
Eucalyptus astringens,3176973,,Eucalyptus astringens (Maiden) Maiden,Plantae,Eucalyptus,astringens,3176973
Ferula ammoniacum,8628529,,"Ferula ammoniacum (D.Don) Spalik, M.Panahi, Piwczyñski & Puchalka",Plantae,Ferula,ammoniacum,8628529
Frullania aterrima var. lepida,9009282,7383494.0,Frullania aterrima var. lepida E.A.Hodgs.,Plantae,Frullania,aterrima,7383494
Frullania congesta,9511949,,"Frullania congesta Gottsche, Lindenb. & Nees",Plantae,Frullania,congesta,9511949
Frullania falciloba,8788106,,Frullania falciloba Lehm.,Plantae,Frullania,falciloba,8788106
Frullania fragilifolia,5836834,,"Frullania fragilifolia (Taylor) Gottsche, Lindenb. & Nees",Plantae,Frullania,fragilifolia,5836834
Frullania fugax,7510228,,"Frullania fugax (Hook.f. & Taylor) Gottsche, Lindenb. & Nees",Plantae,Frullania,fugax,7510228
Frullania incumbens,9080106,,Frullania incumbens Mitt.,Plantae,Frullania,incumbens,9080106
Frullania lobulata,9556683,,Frullania lobulata (Hook.) Hook. & Nees,Plantae,Frullania,lobulata,9556683
Frullania media,7756626,,Frullania media (E.A.Hodgs.) S.Hatt.,Plantae,Frullania,media,7756626
Frullania monocera,7356461,,"Frullania monocera (Hook.f. & Taylor) Gottsche, Lindenb. & Nees",Plantae,Frullania,monocera,7356461
Frullania ptychantha,7492637,,Frullania ptychantha Mont.,Plantae,Frullania,ptychantha,7492637
Frullania serrata,7403867,,Frullania serrata Gottsche,Plantae,Frullania,serrata,7403867
Helenium autumnale,5401877,,Helenium autumnale L.,Plantae,Helenium,autumnale,5401877
Helichrysum harveyanum,3131874,,Helichrysum harveyanum Wild,Plantae,Helichrysum,harveyanum,3131874
Helichrysum italicum,3131614,,Helichrysum italicum (Roth) G.Don,Plantae,Helichrysum,italicum,3131614
Helichrysum stoechas,3131494,,Helichrysum stoechas (L.) Moench,Plantae,Helichrysum,stoechas,3131494
Hypericum androsaemum,3189525,,Hypericum androsaemum L.,Plantae,Hypericum,androsaemum,3189525
Inula helenium,3148340,,Inula helenium L.,Plantae,Inula,helenium,3148340
Inula racemosa,4933624,,Inula racemosa Hook.fil.,Plantae,Inula,racemosa,4933624
Ipomoea hederacea,2928538,,Ipomoea hederacea Jacq.,Plantae,Ipomoea,hederacea,2928538
Kleinia pendula,5405697,,Kleinia pendula (Forssk.) DC.,Plantae,Kleinia,pendula,5405697
Launea,4255554,3144659.0,Launea Endl.,Plantae,Launea,spp.,3144659
Lepidozia fauriana,8017752,,Lepidozia fauriana Stephani,Plantae,Lepidozia,fauriana,8017752
Lepidozia vitrea,7817817,,Lepidozia vitrea Steph.,Plantae,Lepidozia,vitrea,7817817
Leucocarpus perfoliatus,3737859,,Leucocarpus perfoliatus (Kunth) Benth.,Plantae,Leucocarpus,perfoliatus,3737859
Liatris elegans,3104323,,Liatris elegans (Walter) Michx.,Plantae,Liatris,elegans,3104323
Libanotis intermedia,5540481,7224121.0,Libanotis intermedia Rupr.,Plantae,Libanotis,intermedia,7224121
Linzia glabra,4241144,,Linzia glabra Steetz,Plantae,Linzia,glabra,4241144
Lippia rehmannii,4084647,,Lippia rehmannii H.Pearson,Plantae,Lippia,rehmannii,4084647
Machilus japonica,7304354,,Machilus japonica Siebold & Zucc.,Plantae,Machilus,japonica,7304354
Machilus thunbergii,4177874,,Machilus thunbergii Siebold & Zucc.,Plantae,Machilus,thunbergii,4177874
Malus sieboldii,3001650,7848132.0,Malus sieboldii (Regel) Rehder,Plantae,Malus,sieboldii,7848132
Marsilea quadrifolia,5274875,,Marsilea quadrifolia L.,Plantae,Marsilea,quadrifolia,5274875
Marsupella aquatica,4277093,,Marsupella aquatica (Lindenb.) Schiffn.,Plantae,Marsupella,aquatica,4277093
Melampodium camphoratum,7872731,,"Melampodium camphoratum Benth. & Hook.f., 1873",Plantae,Melampodium,camphoratum,7872731
Mentha insularis,3899850,,Mentha insularis Req. ex Gren. & Godr.,Plantae,Mentha,insularis,3899850
Micranthes stellaris,5567578,,"Micranthes stellaris (L.) Galasso, Banfi & Soldano",Plantae,Micranthes,stellaris,5567578
Myrcia tricona,10693758,,Myrcia tricona (D.Legrand) A.R.Lourenço & E.Lucas,Plantae,Myrcia,tricona,10693758
Nectandra salicina,5685909,9582901.0,Nectandra salicina C.K.Allen,Plantae,Nectandra,salicina,9582901
Neolitsea aciculata,7304524,,Neolitsea aciculata (Blume) Koidz.,Plantae,Neolitsea,aciculata,7304524
Nigella damascena,5371702,,Nigella damascena L.,Plantae,Nigella,damascena,5371702
Ocimum campechianum,2927098,,Ocimum campechianum Mill.,Plantae,Ocimum,campechianum,2927098
